sample,patient_id,tissue_site,cell_type_clean,Cell_subtype,n_cells,T_CELL_EXHAUSTION,CYTOTOXICITY,MYELOID_INFLAMMATION,MACROPHAGE_LIKE,EMT_INVASION,HYPOXIA,PROLIFERATION
LN_01,1,normal_lymph_node,T lymphocytes,CD8+/CD4+ Mixed Th,1,0.27187154,0.0,0.0,0.0,0.5032658,0.18613409,0.18613409
LN_01,1,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,7,0.3108436957142858,1.3223868785714286,0.0,0.0,0.3285353314285714,0.36502552714285713,0.17598799571428572
LN_01,1,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,23,0.4680523556521739,0.8951428339130435,0.005337369565217391,0.01635407608695652,0.2950877473913044,0.22233355565217391,0.27922650391304343
LN_01,1,normal_lymph_node,T lymphocytes,NK,26,0.22974770692307694,1.9204359500000001,0.03514840692307692,0.0,0.2021014069230769,0.27058309846153844,0.1359449273076923
LN_01,1,normal_lymph_node,T lymphocytes,Naive CD4+ T,1120,0.062441710441071434,0.04366119566071428,0.010423926705357143,0.007480498955357143,0.2600167123303571,0.24035391311607143,0.15262294326785716
LN_01,1,normal_lymph_node,T lymphocytes,Naive CD8+ T,76,0.23305995092105264,0.8980655242105262,0.021514283026315792,0.019461717763157894,0.24410752486842105,0.25864358210526317,0.17853310855263158
LN_01,1,normal_lymph_node,T lymphocytes,Treg,178,0.40000334078651684,0.07270758752247192,0.020232476629213483,0.019178313988764045,0.23375814479775284,0.36151108378651686,0.19593629780898877
LN_01,1,normal_lymph_node,T lymphocytes,Undetermined,39,0.2615870541025641,0.27960363641025643,0.01086128358974359,0.00802963846153846,0.46693159641025644,0.6528178400000001,1.489917141025641
LN_02,2,normal_lymph_node,B lymphocytes,Follicular B cells,605,0.012108724909090908,0.009664433553719008,0.013130020446280992,0.018285177719008262,0.16663361763636364,0.1610582225619835,0.08500573385123966
LN_02,2,normal_lymph_node,B lymphocytes,GC B cells in the DZ,1,0.0,0.0,0.0,0.0,0.0,0.9839608,2.0432665
LN_02,2,normal_lymph_node,B lymphocytes,GC B cells in the LZ,3,0.0,0.0,0.0,0.0,0.15258558666666666,0.77838598,0.2858359466666667
LN_02,2,normal_lymph_node,B lymphocytes,MALT B cells,30,0.0105846875,0.0201369303,0.008296614233333333,0.030163942233333334,0.19611291666666666,0.13231961336666667,0.027782290433333336
LN_02,2,normal_lymph_node,B lymphocytes,Plasma cells,35,0.0,0.014014851428571428,0.0028560291428571427,0.007173830857142858,0.06342590705714286,0.10741561582857143,0.012976866
LN_02,2,normal_lymph_node,B lymphocytes,Undetermined,13,0.023481311076923077,0.10361033769230768,0.010754545384615384,0.035453573846153844,0.20203694461538463,0.32474815461538464,0.09658306076923077
LN_02,2,normal_lymph_node,Myeloid cells,Activated DCs,7,0.01806674,0.018631071428571427,0.15605948142857143,0.1768640842857143,0.4967156428571429,0.44042963,0.062486697142857144
LN_02,2,normal_lymph_node,Myeloid cells,CD141+ DCs,3,0.20387438,0.02334776333333333,0.13738123,0.056038171666666664,0.42793248,0.19051448,0.02334776333333333
LN_02,2,normal_lymph_node,Myeloid cells,CD1c+ DCs,20,0.0832229695,0.01763738575,0.717610165,0.14966795745,0.483540566,0.454382975,0.12089051595
LN_02,2,normal_lymph_node,Myeloid cells,Monocytes,2,0.08405295,0.066462965,2.9942535,0.21885173000000002,0.890296765,0.6102034999999999,0.0
LN_02,2,normal_lymph_node,Myeloid cells,Pleural Mac,2,0.095530295,0.0,0.060764387,0.079947345,0.393182335,0.62220593,0.07160428
LN_02,2,normal_lymph_node,Myeloid cells,Undetermined,84,0.03406078763095238,0.024725573976190473,0.23306620226190475,0.7156390229761905,0.4705715901190476,0.3583279741666667,0.12418256232142857
LN_02,2,normal_lymph_node,Myeloid cells,mo-Mac,3,0.04870077133333334,0.024255493333333333,0.45953669,2.1484800666666666,0.7243983866666667,0.34688785666666666,0.13488410333333334
LN_02,2,normal_lymph_node,T lymphocytes,CD4+ Th,143,0.07761223440559441,0.37520582559440563,0.023901206083916084,0.011298684195804196,0.34389908888111886,0.3182417248251748,0.15298037594405595
LN_02,2,normal_lymph_node,T lymphocytes,CD8 low T,54,0.26626865222222224,0.8573041887037037,0.024308143148148147,0.014790265370370372,0.35202852814814817,0.2968212088888889,0.21456535055555556
LN_02,2,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,30,0.214020825,1.0579602586666668,0.032041683333333335,0.007457537,0.328381087,0.25619061533333337,0.18174289000000002
LN_02,2,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,17,0.39587288,1.0697714829411764,0.0,0.039863836470588235,0.33904538411764706,0.2715146864705882,0.12309229705882352
LN_02,2,normal_lymph_node,T lymphocytes,Exhausted Tfh,1,0.8697699,0.3602741,0.0,0.0,0.18146671,0.34913966,0.34913966
LN_02,2,normal_lymph_node,T lymphocytes,NK,22,0.2355880109090909,1.6838295518181818,0.02291234090909091,0.03454474818181818,0.3335424531818182,0.2732003077272727,0.136711685
LN_02,2,normal_lymph_node,T lymphocytes,Naive CD4+ T,1550,0.04430529261935484,0.04225883291612903,0.008759003425806452,0.01973136541935484,0.22214382186451614,0.26662414749677416,0.13533151863225806
LN_02,2,normal_lymph_node,T lymphocytes,Naive CD8+ T,49,0.20876334795918366,0.9208541497959184,0.029927874897959183,0.02240733551020408,0.23576319061224488,0.23598004938775508,0.15568788265306124
LN_02,2,normal_lymph_node,T lymphocytes,Treg,64,0.39710471796875,0.05931831953125,0.017618703125,0.007341277343749999,0.233434193125,0.399646151875,0.22012615953125
LN_02,2,normal_lymph_node,T lymphocytes,Undetermined,13,0.2408770376923077,0.3576414792307692,0.020538226923076924,0.01905290923076923,0.45338586230769234,0.656208903076923,1.8553035384615386
LN_03,3,normal_lymph_node,B lymphocytes,Follicular B cells,537,0.020164448026070765,0.019800208305400375,0.01240578260707635,0.011090402783985103,0.14153506335195531,0.18773797020484173,0.09657928865921789
LN_03,3,normal_lymph_node,B lymphocytes,GC B cells in the DZ,24,0.04185211916666667,0.024826983291666663,0.018217674166666666,0.036105608708333334,0.15090520108333333,0.5542966883333333,1.7285478954166666
LN_03,3,normal_lymph_node,B lymphocytes,GC B cells in the LZ,19,0.08163089368421053,0.009312526842105264,0.005960376315789474,0.03874149315789474,0.08816684789473685,0.41911495894736844,0.2941755847368421
LN_03,3,normal_lymph_node,B lymphocytes,GrB-secreting B cells,2,0.0,0.49366177499999997,0.0,0.0,0.16799415,0.195993185,0.0
LN_03,3,normal_lymph_node,B lymphocytes,MALT B cells,41,0.015421250170731707,0.026444795731707316,0.0008199776341463415,0.01618414575609756,0.2049345672195122,0.16997406373170731,0.03761447729268293
LN_03,3,normal_lymph_node,B lymphocytes,Plasma cells,20,0.01971370825,0.0317661635,0.011864426,0.0263793345,0.0984267777,0.0803018405,0.037061061
LN_03,3,normal_lymph_node,B lymphocytes,Undetermined,18,0.163180645,0.25741368222222216,0.0,0.009393865,0.25058652944444443,0.27848114611111113,0.19654909888888888
LN_03,3,normal_lymph_node,Myeloid cells,Activated DCs,9,0.09919648333333335,0.0,0.015694934444444444,0.03955826111111111,0.3902023288888889,0.3763306688888889,0.11876394622222224
LN_03,3,normal_lymph_node,Myeloid cells,CD141+ DCs,7,0.16626475571428573,0.038564258000000004,0.07997935142857142,0.0,0.48135670714285717,0.34748219142857145,0.1863858122857143
LN_03,3,normal_lymph_node,Myeloid cells,CD163+CD14+ DCs,1,0.11498549,0.11498549,1.2085861,0.22997098,0.6089743,0.26737633,0.11498549
LN_03,3,normal_lymph_node,Myeloid cells,CD1c+ DCs,19,0.06088126621052631,0.05212213526315789,0.5041450484210526,0.18867288157894735,0.3528392136842105,0.51068108,0.1818887465263158
LN_03,3,normal_lymph_node,Myeloid cells,Monocytes,2,0.0,0.0,2.08839875,0.355610125,0.2412399,0.5041680150000001,0.0850429
LN_03,3,normal_lymph_node,Myeloid cells,Pleural Mac,3,0.03918707,0.0,0.5376872333333333,0.16500310333333335,0.33060296666666666,0.33568854000000004,0.03918707
LN_03,3,normal_lymph_node,Myeloid cells,Undetermined,35,0.065260077,0.013291785428571429,0.21745942885714287,0.9035327542857142,0.4190513477142857,0.40280375685714287,0.17463180828571429
LN_03,3,normal_lymph_node,Myeloid cells,mo-Mac,3,0.06749276666666666,0.10807696333333333,0.5140589333333333,0.9657644733333334,0.4445815366666667,0.28323556,0.03234381666666667
LN_03,3,normal_lymph_node,T lymphocytes,CD4+ Th,81,0.10337723790123457,0.3932238935802469,0.021653793333333334,0.015161803333333333,0.3087204939506173,0.31207205172839503,0.15493349222222222
LN_03,3,normal_lymph_node,T lymphocytes,CD8 low T,89,0.2751740620224719,0.7443683317977529,0.02697426011235955,0.00648210191011236,0.2192546411235955,0.3069306938202247,0.21451749370786516
LN_03,3,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,23,0.34357960695652173,1.2892838317391304,0.033853518695652174,0.021252674347826087,0.3792741452173913,0.25779216608695654,0.1999609208695652
LN_03,3,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,23,0.4107030265217391,0.9914216004347827,0.01462684,0.02638066086956522,0.20095782043478258,0.3507878413043478,0.24103187956521738
LN_03,3,normal_lymph_node,T lymphocytes,NK,44,0.13236151045454544,1.6383148263636365,0.014984691590909092,0.010257461363636363,0.1865631865909091,0.32576447636363637,0.13400218840909092
LN_03,3,normal_lymph_node,T lymphocytes,Naive CD4+ T,1216,0.07714383064144736,0.04840565798519737,0.010557382639802632,0.00979254068256579,0.21280770638980262,0.27363254569901313,0.14428129777960524
LN_03,3,normal_lymph_node,T lymphocytes,Naive CD8+ T,111,0.2544268127027027,0.8437719066666667,0.025568409099099097,0.0023937727027027026,0.22157656684684685,0.2983255361261261,0.19408031693693695
LN_03,3,normal_lymph_node,T lymphocytes,Treg,194,0.5166797319381443,0.08621292896907218,0.006549752010309278,0.007246768144329897,0.19205750515463915,0.36625226597938143,0.1891460087113402
LN_03,3,normal_lymph_node,T lymphocytes,Undetermined,10,0.3754273645,0.3151524915,0.0,0.012651751999999999,0.39741266799999997,0.690063054,1.7395524599999999
LN_04,4,normal_lymph_node,B lymphocytes,Follicular B cells,670,0.01694282162686567,0.010269487701492537,0.010041833179104478,0.009912619298507463,0.1543348475970149,0.15370117911940298,0.11222124682089553
LN_04,4,normal_lymph_node,B lymphocytes,GC B cells in the DZ,1,0.10587627,0.0,0.0,0.061207797,0.052463826,0.5840649,1.9825139
LN_04,4,normal_lymph_node,B lymphocytes,MALT B cells,10,0.066442448,0.0601460196,0.067473125,0.0,0.2341192,0.13303218109999998,0.1109131865
LN_04,4,normal_lymph_node,B lymphocytes,Plasma cells,51,0.0,0.017414467960784313,0.0034040435294117647,0.01459098088235294,0.06283827352941176,0.06520192403921568,0.037032673745098034
LN_04,4,normal_lymph_node,B lymphocytes,Undetermined,15,0.009903018000000001,0.05839020666666667,0.011925219999999999,0.0,0.3098434473333333,0.20578657266666667,0.187483576
LN_04,4,normal_lymph_node,Myeloid cells,Activated DCs,7,0.0,0.0,0.10362115142857142,0.031024455714285713,0.5110846842857143,0.14779107,0.09787410371428572
LN_04,4,normal_lymph_node,Myeloid cells,CD141+ DCs,2,0.251994855,0.038559225,0.07711845,0.0,0.442516745,0.451267475,0.0512092525
LN_04,4,normal_lymph_node,Myeloid cells,CD1c+ DCs,2,0.083746785,0.0,0.26627376,0.10193903,0.67580095,0.636354315,0.3768891
LN_04,4,normal_lymph_node,Myeloid cells,Monocytes,1,0.0,0.0,2.2531986,0.5194473,0.66786087,0.35671446,0.25972366
LN_04,4,normal_lymph_node,Myeloid cells,Undetermined,38,0.0333969397368421,0.017267472500000002,0.27021224236842106,0.5972403807894736,0.5278242731578947,0.355617447631579,0.04705970578947369
LN_04,4,normal_lymph_node,Myeloid cells,mo-Mac,1,0.07093284,0.0,0.8158421,2.1784165,0.7360486,0.533308,0.0
LN_04,4,normal_lymph_node,T lymphocytes,CD4+ Th,284,0.08181266309859156,0.3007199385915493,0.027944741690140846,0.01604995978873239,0.29368870133802816,0.2506797628521127,0.1632052914084507
LN_04,4,normal_lymph_node,T lymphocytes,CD8 low T,43,0.24036006093023257,0.7524446111627907,0.06498525511627906,0.006417844186046512,0.18511947418604652,0.19626466372093024,0.23144073953488373
LN_04,4,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,7,0.08429720285714286,1.3044695214285713,0.0,0.0,0.19369428714285714,0.1801546442857143,0.11321901428571428
LN_04,4,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,9,0.22458353333333334,0.8402987166666667,0.0,0.03138140222222222,0.24351732333333334,0.25859916555555557,0.16646281555555553
LN_04,4,normal_lymph_node,T lymphocytes,NK,10,0.111855479,1.582816402,0.0,0.024773304,0.27472099299999997,0.38902175000000006,0.203835597
LN_04,4,normal_lymph_node,T lymphocytes,Naive CD4+ T,1335,0.059676003917603,0.02937294883895131,0.009372097460674156,0.009942886187265918,0.208493456164794,0.2374009963071161,0.16138160700374532
LN_04,4,normal_lymph_node,T lymphocytes,Naive CD8+ T,71,0.1756542547887324,0.8229145970422536,0.028009259718309858,0.012213302394366198,0.23933052915492956,0.2301766395774648,0.20003099169014085
LN_04,4,normal_lymph_node,T lymphocytes,Treg,76,0.43417795223684214,0.08798982007894737,0.0032486584210526318,0.021459587315789473,0.22650099947368418,0.3376608703947368,0.2309327659210526
LN_04,4,normal_lymph_node,T lymphocytes,Undetermined,1,0.16558431,0.0,0.13785549,0.0,0.6010889,0.5604308,2.6629934
LN_05,5,normal_lymph_node,B lymphocytes,Follicular B cells,931,0.01741051352309345,0.01719806319011815,0.015551615112781955,0.004997386219119227,0.1629417251772288,0.1597293468528464,0.08716794018259935
LN_05,5,normal_lymph_node,B lymphocytes,GC B cells in the DZ,1,0.0,0.0,0.0,0.0,0.0,0.74267703,1.7645534
LN_05,5,normal_lymph_node,B lymphocytes,GC B cells in the LZ,3,0.09181808333333334,0.0,0.0,0.06740647666666667,0.07870121333333334,0.15922456,0.3723173
LN_05,5,normal_lymph_node,B lymphocytes,MALT B cells,4,0.038202297499999996,0.0,0.0,0.0,0.163831625,0.10834308000000001,0.0212577675
LN_05,5,normal_lymph_node,B lymphocytes,Plasma cells,11,0.005746238181818181,0.05039870090909091,0.0,0.044916336363636365,0.11159928363636365,0.06443129727272727,0.04843023181818182
LN_05,5,normal_lymph_node,B lymphocytes,Undetermined,12,0.07988429916666666,0.4654073,0.0385651025,0.025360107499999996,0.26863885083333333,0.20811112333333334,0.21816849666666668
LN_05,5,normal_lymph_node,Myeloid cells,Activated DCs,2,0.0,0.0,0.0,0.0,0.33385410000000004,0.08684268,0.08684268
LN_05,5,normal_lymph_node,Myeloid cells,CD1c+ DCs,3,0.0884264,0.027562446666666667,1.3235449499999998,0.52735365,0.65513029,0.6176578266666667,0.045901599999999994
LN_05,5,normal_lymph_node,Myeloid cells,Monocytes,1,0.0,0.26341313,1.5207547,0.0,0.49135137,0.31914166,0.17908971
LN_05,5,normal_lymph_node,Myeloid cells,Pleural Mac,1,0.0,0.0,0.0,0.0,0.3149609,0.63681966,0.0
LN_05,5,normal_lymph_node,Myeloid cells,Undetermined,23,0.02973674608695652,0.03235106173913044,0.07318195913043478,0.46250256217391306,0.7067159008695652,0.23295142000000002,0.08136186
LN_05,5,normal_lymph_node,Myeloid cells,mo-Mac,5,0.109159648,0.0,0.158934246,2.31529482,0.34886910800000004,0.43352501,0.054111392
LN_05,5,normal_lymph_node,T lymphocytes,CD4+ Th,8,0.10208556125,0.6400467425,0.04653317125,0.0,0.32709654,0.360523445,0.1302196275
LN_05,5,normal_lymph_node,T lymphocytes,CD8 low T,100,0.1527265243,0.7512755061999999,0.0094520601,0.008448548600000001,0.18340115440000002,0.2414163214,0.1347241585
LN_05,5,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,16,0.19754326625,1.239802475,0.09534433312500001,0.01146057125,0.31210282625,0.227029795,0.15111337
LN_05,5,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,7,0.7520523457142857,1.4887425428571428,0.0,0.0,0.18056135,0.08835121571428571,0.22593889857142857
LN_05,5,normal_lymph_node,T lymphocytes,NK,39,0.13902132435897435,1.6285066366666665,0.006302804871794872,0.0071397743589743596,0.18009415102564102,0.3060905492307692,0.09785987820512822
LN_05,5,normal_lymph_node,T lymphocytes,Naive CD4+ T,1051,0.05027863675547098,0.048607758620361555,0.008998641627021884,0.00596461710751665,0.17589175900095147,0.2328398830827783,0.14054308176974312
LN_05,5,normal_lymph_node,T lymphocytes,Naive CD8+ T,153,0.1856488602614379,0.8380737875163399,0.01892022633986928,0.005037425294117648,0.2042798054248366,0.2590372634640523,0.13788644901960787
LN_05,5,normal_lymph_node,T lymphocytes,Treg,57,0.41942342245614034,0.08286224789473684,0.017723505789473685,0.0,0.2038055919298246,0.31453401228070177,0.1614889107017544
LN_05,5,normal_lymph_node,T lymphocytes,Undetermined,1,0.189279,1.0796546,0.0,0.0,0.0,0.7402356,2.961878
LN_06,6,normal_lymph_node,B lymphocytes,Follicular B cells,581,0.012008302426850258,0.01241892387263339,0.011259255800344235,0.006419856499139415,0.14810101082616178,0.16924107537005165,0.07741521230636833
LN_06,6,normal_lymph_node,B lymphocytes,GC B cells in the DZ,3,0.09911989666666667,0.0,0.0,0.0,0.14437643,0.6099629233333334,1.8040688666666667
LN_06,6,normal_lymph_node,B lymphocytes,GC B cells in the LZ,3,0.0,0.05216068666666667,0.0,0.0,0.10042501333333333,0.10989132666666666,0.17252297333333333
LN_06,6,normal_lymph_node,B lymphocytes,GrB-secreting B cells,2,0.0,0.42489767,0.0,0.0,0.478504665,0.169839635,0.15289034
LN_06,6,normal_lymph_node,B lymphocytes,MALT B cells,16,0.019047040625,0.00811261075,0.005337323875,0.0033603629375,0.237269103,0.184935552625,0.15870365656250002
LN_06,6,normal_lymph_node,B lymphocytes,Plasma cells,15,0.0,0.012396664666666666,0.0,0.0,0.06409674,0.042496176,0.019045526666666666
LN_06,6,normal_lymph_node,B lymphocytes,Undetermined,14,0.069240865,0.0,0.0,0.009447857142857143,0.2480984107142857,0.2895748642857143,0.10768225357142858
LN_06,6,normal_lymph_node,Myeloid cells,Activated DCs,12,0.017326666666666667,0.0,0.09640947166666668,0.10622195,0.4665300116666667,0.32886050083333335,0.13211072666666665
LN_06,6,normal_lymph_node,Myeloid cells,CD141+ DCs,2,0.217086915,0.0,0.0,0.0,0.40460463999999996,0.342997805,0.044086635
LN_06,6,normal_lymph_node,Myeloid cells,CD163+CD14+ DCs,2,0.05878493,0.0,0.977129115,0.99024595,0.52974135,0.33809495,0.28413271
LN_06,6,normal_lymph_node,Myeloid cells,CD1c+ DCs,24,0.10432631141666666,0.02165505729166667,0.7598088516666667,0.26634337625,0.5083044241666667,0.4202152266666667,0.192162614375
LN_06,6,normal_lymph_node,Myeloid cells,Monocytes,5,0.028674248000000003,0.022969074,1.90011882,0.26564814800000003,0.544881124,0.29970742,0.148653762
LN_06,6,normal_lymph_node,Myeloid cells,Pleural Mac,2,0.0,0.06966918,0.7597998850000001,0.63286885,0.53444681,0.60931125,0.12362239
LN_06,6,normal_lymph_node,Myeloid cells,Undetermined,25,0.0380847048,0.00819901,0.1052067888,0.5375710024,0.47391621800000006,0.4473665268,0.24447813280000003
LN_06,6,normal_lymph_node,Myeloid cells,mo-Mac,1,0.09706051,0.0,1.1832304,1.7328604,0.47177982,0.41305852,0.157999
LN_06,6,normal_lymph_node,T lymphocytes,CD4+ Th,87,0.06631400057471264,0.28778030310344827,0.057457933908045974,0.00301402183908046,0.31915940298850576,0.3125621671264368,0.12712967586206897
LN_06,6,normal_lymph_node,T lymphocytes,CD8 low T,32,0.2638363459375,0.826785425,0.056031086875,0.00895098875,0.2717082278125,0.3322923284375,0.1699811909375
LN_06,6,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,16,0.316634835625,1.627253699375,0.061245165625,0.0,0.322298773125,0.250796311875,0.13427054562500002
LN_06,6,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,1,0.29869604,1.1812847,0.0,0.0,0.0,0.0,0.0
LN_06,6,normal_lymph_node,T lymphocytes,NK,11,0.09569224272727274,2.198888745454546,0.0,0.0,0.3062163309090909,0.21894081909090912,0.06328798818181819
LN_06,6,normal_lymph_node,T lymphocytes,Naive CD4+ T,1538,0.039565954869960986,0.0289114099739922,0.01982342188556567,0.004923232587776333,0.22690093668140443,0.24345769267230172,0.1390124715019506
LN_06,6,normal_lymph_node,T lymphocytes,Naive CD8+ T,54,0.2158544022222222,0.8320972561111112,0.07159099092592593,0.004502135,0.2804833724074074,0.30735522685185185,0.14526651962962964
LN_06,6,normal_lymph_node,T lymphocytes,Treg,80,0.54142663325,0.057052712125,0.025554220750000002,0.019552636749999998,0.196858729875,0.33144534724999997,0.13632087712500002
LN_06,6,normal_lymph_node,T lymphocytes,Undetermined,2,0.21837955,0.05044512,0.0,0.05044512,0.478385615,0.635014565,2.0379894
LN_07,7,normal_lymph_node,B lymphocytes,Follicular B cells,891,0.010531223086419753,0.025922198271604937,0.012590195016835016,0.014123035780022447,0.144942251335578,0.1304086488888889,0.08892542059483727
LN_07,7,normal_lymph_node,B lymphocytes,GC B cells in the DZ,14,0.07496783542857142,0.017855220357142855,0.019915996142857145,0.0,0.05261002142857143,0.5799893261428571,1.7101744321428571
LN_07,7,normal_lymph_node,B lymphocytes,GC B cells in the LZ,19,0.08014332,0.03873832263157895,0.0076395531578947375,0.0,0.06931394894736842,0.26117172368421054,0.30127581789473684
LN_07,7,normal_lymph_node,B lymphocytes,GrB-secreting B cells,3,0.0,0.7306876666666667,0.0,0.0,0.20441685,0.11258430000000001,0.0
LN_07,7,normal_lymph_node,B lymphocytes,MALT B cells,35,0.007115161599999999,0.06916490745714286,0.006687461714285715,0.006816215028571429,0.21412881008571427,0.16826298642857143,0.09498490022857144
LN_07,7,normal_lymph_node,B lymphocytes,Plasma cells,118,0.010302311754237287,0.03414028491525424,0.004958686830508475,0.021952329466101695,0.05496382847457627,0.0594043571440678,0.016899338584745762
LN_07,7,normal_lymph_node,B lymphocytes,Undetermined,45,0.07958915333333333,0.24930551,0.034469613999999996,0.017321770666666667,0.227592824,0.3338056262222222,0.16961135777777778
LN_07,7,normal_lymph_node,Myeloid cells,Activated DCs,5,0.085137578,0.021099722,0.22319987000000002,0.07388170000000001,0.44658762999999996,0.29984981,0.128075712
LN_07,7,normal_lymph_node,Myeloid cells,CD141+ DCs,3,0.20937390333333336,0.07670324666666667,0.15469889666666667,0.0,0.5466394,0.5679479033333333,0.21667015333333337
LN_07,7,normal_lymph_node,Myeloid cells,CD163+CD14+ DCs,1,0.0,0.71061754,0.30453408,1.5243639,0.4407043,0.0,0.30453408
LN_07,7,normal_lymph_node,Myeloid cells,CD1c+ DCs,24,0.0529531825,0.05414624866666667,0.7712263358333332,0.13012591641666668,0.5095339708333334,0.49592093291666667,0.20686833500000001
LN_07,7,normal_lymph_node,Myeloid cells,Monocytes,3,0.0,0.0,1.25756948,0.43770602000000003,0.4495243133333333,0.41862812666666666,0.0
LN_07,7,normal_lymph_node,Myeloid cells,Pleural Mac,1,0.0,0.0,2.213102,0.22583802,0.19357546,0.5085128,0.0
LN_07,7,normal_lymph_node,Myeloid cells,Undetermined,116,0.025384694827586207,0.030541722672413795,0.12570407879310344,0.459560992112069,0.45815475129310346,0.35670452258620694,0.17403417086206896
LN_07,7,normal_lymph_node,Myeloid cells,pDCs,1,0.0,0.13432708,0.2973831,0.13432708,0.6422649,0.8794243,0.13432708
LN_07,7,normal_lymph_node,T lymphocytes,CD4+ Th,311,0.07870784823151125,0.3281265721543408,0.030450212443729904,0.018535390996784567,0.31119270237942126,0.252663731318328,0.14295067250803858
LN_07,7,normal_lymph_node,T lymphocytes,CD8 low T,201,0.17025044855721394,0.7499534949253731,0.024922049004975123,0.006617697114427861,0.24146751089552237,0.210078257960199,0.15582405676616917
LN_07,7,normal_lymph_node,T lymphocytes,CD8+/CD4+ Mixed Th,8,0.093290465,0.23725359625,0.0,0.0,0.3661513125,0.29598597625,0.0431260125
LN_07,7,normal_lymph_node,T lymphocytes,Cytotoxic CD8+ T,37,0.22691340729729728,1.3360285108108108,0.031562165135135135,0.018794623513513513,0.3196081302702703,0.23343501486486487,0.17297029675675676
LN_07,7,normal_lymph_node,T lymphocytes,Exhausted CD8+ T,14,0.3454468685714286,1.0447744957142857,0.02365741785714286,0.0,0.2659096757142857,0.24020106,0.18985751714285715
LN_07,7,normal_lymph_node,T lymphocytes,NK,48,0.15832792395833334,1.5087442418750001,0.018457928541666665,0.0107967125,0.15502996125,0.23061589687499998,0.1311185325
LN_07,7,normal_lymph_node,T lymphocytes,Naive CD4+ T,2190,0.0674534532283105,0.08672786072146119,0.01625231189497717,0.010343619849315068,0.21071173272328766,0.22440042543835617,0.13087808564383563
LN_07,7,normal_lymph_node,T lymphocytes,Naive CD8+ T,283,0.16410447342756185,0.8614985152650176,0.03333597975265017,0.013852169505300353,0.2119148506360424,0.23802935696113076,0.1511035825088339
LN_07,7,normal_lymph_node,T lymphocytes,Treg,141,0.4343565994326241,0.09066831875177304,0.01216416815602837,0.006775364326241135,0.18491854879432623,0.3084795829787234,0.15440260695035463
LN_07,7,normal_lymph_node,T lymphocytes,Undetermined,20,0.14940501675,0.44430998325,0.026581234200000005,0.02370353925,0.3642639915,0.4498906065,0.9957876780000001
LN_08,8,normal_lymph_node,B lymphocytes,Follicular B cells,1324,0.01343207243957704,0.021884046246223567,0.008098542741691844,0.00651063412386707,0.13873543632477342,0.1466387798074018,0.08686393948640483
LN_08,8,normal_lymph_node,B lymphocytes,GC B cells in the DZ,36,0.03713496455555556,0.028783822777777777,0.010514741555555556,0.0,0.11829865822222223,0.6205891761111111,1.6963226008333332
LN_08,8,normal_lymph_node,B lymphocytes,GC B cells in the LZ,27,0.06163408037037037,0.015950177037037036,0.008795857407407407,0.0,0.021275322962962966,0.3350729762962963,0.17785185148148147
LN_08,8,normal_lymph_node,B lymphocytes,GrB-secreting B cells,1,0.0,0.47795954,0.0,0.0,0.0,0.0,0.37164676
LN_08,8,normal_lymph_node,B lymphocytes,MALT B cells,18,0.017918125277777776,0.06911052766666666,0.004219582222222223,0.013079321277777778,0.12572438666666666,0.20108510694444445,0.06536568516666667
LN_08,8,normal_lymph_node,B lymphocytes,Plasma cells,63,0.01085245111111111,0.019925687365079364,0.0026946806349206352,0.017415689999999998,0.09925341698412699,0.09680818212698412,0.033314659047619044
LN_08,8,normal_lymph_node,B lymphocytes,Undetermined,44,0.11481250522727272,0.15501738386363637,0.0114762725,0.007428248863636363,0.2370628527272727,0.27260999636363636,0.16909561181818183
LN_08,8,normal_lymph_node,Myeloid cells,Activated DCs,3,0.0,0.0,0.051841453333333336,0.0,0.38714238,0.3688713066666667,0.0
LN_08,8,normal_lymph_node,Myeloid cells,CD141+ DCs,1,0.5187574,0.0,0.0,0.0,0.52119255,0.41722462,0.0
LN_08,8,normal_lymph_node,Myeloid cells,CD163+CD14+ DCs,1,0.20370054,0.0,0.41039622,1.7179465,0.59178776,0.4429103,0.10185027
LN_08,8,normal_lymph_node,Myeloid cells,CD1c+ DCs,12,0.061496502,0.028709321166666666,0.5761485075,0.2347317775,0.45249870999999997,0.44189777999999996,0.13134215216666667
LN_08,8,normal_lymph_node,Myeloid cells,Undetermined,135,0.028977754518518518,0.01707082914814815,0.17581757488888888,0.5430880284444445,0.4919892654074074,0.3960724258518518,0.15325410837037037
LN_08,8,normal_lymph_node,T lymphocytes,CD4+ Th,39,0.0911250441025641,0.4094580882051282,0.024773363333333333,0.012114345641025643,0.3245092784615385,0.3070766541025641,0.18696673102564104
