sample,patient_id,tissue_site,cell_type_clean,n_cells,T_CELL_EXHAUSTION,CYTOTOXICITY,MYELOID_INFLAMMATION,MACROPHAGE_LIKE,EMT_INVASION,HYPOXIA,PROLIFERATION
LUNG_N34,34,normal_lung,T lymphocytes,1021,0.13512516,1.2715055,0.11186133,0.14703625,0.36903802,0.33321005,0.16095427
LUNG_T06,06,primary_tumor,B lymphocytes,521,0.01987229,0.0429416,0.046554644,0.11799683,0.26535922,0.16062897,0.083606124
LUNG_T06,06,primary_tumor,Endothelial cells,54,0.008915137,0.036122177,0.05334928,0.15576407,0.7608064,0.37673822,0.23521179
LUNG_T06,06,primary_tumor,Epithelial cells,145,0.01617172,0.053986415,0.17807913,0.16895406,0.29687124,0.55059826,0.12947078
LUNG_T06,06,primary_tumor,Fibroblasts,485,0.016253406,0.04547612,0.059456516,0.24278748,1.0222617,0.432149,0.15276156
LUNG_T06,06,primary_tumor,MAST cells,94,0.092414685,0.022292731,0.072895214,0.26551127,0.71654046,0.30744097,0.23085454
LUNG_T06,06,primary_tumor,Myeloid cells,588,0.10432211,0.08016718,0.9778872,1.3024665,0.7124056,0.41981614,0.23225899
LUNG_T06,06,primary_tumor,NK cells,40,0.20602322,2.4839792,0.105191626,0.09925007,0.38598368,0.28893223,0.14145277
LUNG_T06,06,primary_tumor,T lymphocytes,1499,0.19065565,0.5802038,0.068700105,0.120831594,0.46770895,0.38347152,0.17411406
LUNG_T08,08,primary_tumor,B lymphocytes,1014,0.024844984,0.025726449,0.043508124,0.06973181,0.27654102,0.19518586,0.094492376
LUNG_T08,08,primary_tumor,Endothelial cells,14,0.019931193,0.028918238,0.024597732,0.11825837,0.7694564,0.5068621,0.15682125
LUNG_T08,08,primary_tumor,Epithelial cells,42,0.027324209,0.046922732,0.3888741,0.103754155,0.13968113,0.6346024,0.10998442
LUNG_T08,08,primary_tumor,Fibroblasts,206,0.0161469,0.02321802,0.04452285,0.2301709,0.8887366,0.50373787,0.14658037
LUNG_T08,08,primary_tumor,MAST cells,91,0.045396704,0.029565437,0.043305855,0.08419713,0.64579123,0.3289323,0.33704656
LUNG_T08,08,primary_tumor,Myeloid cells,270,0.09057084,0.041729283,0.8793865,1.4087385,0.62109995,0.5387179,0.17955624
LUNG_T08,08,primary_tumor,NK cells,22,0.21343118,2.462712,0.13956729,0.05836444,0.37347355,0.41027924,0.17191964
LUNG_T08,08,primary_tumor,T lymphocytes,2106,0.18997787,0.2677507,0.066164896,0.074466296,0.40350226,0.38589382,0.19148369
LUNG_T09,09,primary_tumor,B lymphocytes,153,0.012990556,0.048266295,0.036026876,0.32375175,0.2381924,0.19969678,0.11639579
LUNG_T09,09,primary_tumor,Endothelial cells,28,0.004880071,0.037809167,0.07388695,0.47796154,0.7665719,0.48852327,0.16245745
LUNG_T09,09,primary_tumor,Epithelial cells,119,0.028607208,0.030184492,0.18363883,0.37048754,0.120282285,0.6027048,0.086555384
LUNG_T09,09,primary_tumor,Fibroblasts,22,0.0,0.0,0.0668765,0.5005469,0.9858154,0.44145134,0.10396175
LUNG_T09,09,primary_tumor,MAST cells,56,0.058325846,0.040941637,0.030688431,0.4735439,0.5446275,0.43576726,0.2042096
LUNG_T09,09,primary_tumor,Myeloid cells,1481,0.08969853,0.04689602,1.0153682,2.2796922,0.6865042,0.5067234,0.1599836
LUNG_T09,09,primary_tumor,NK cells,103,0.24348639,2.6289992,0.079892345,0.401049,0.37138656,0.39940035,0.14043318
LUNG_T09,09,primary_tumor,T lymphocytes,1878,0.25648835,1.0801654,0.065663524,0.36662596,0.3900776,0.43137705,0.23368028
LUNG_T18,18,primary_tumor,B lymphocytes,274,0.0059381896,0.024968637,0.11075559,0.07549553,0.24132672,0.23266508,0.10495621
LUNG_T18,18,primary_tumor,Endothelial cells,19,0.0,0.01641997,0.13054636,0.15946965,0.74375147,0.5173341,0.34840363
LUNG_T18,18,primary_tumor,Epithelial cells,1028,0.011163444,0.019377632,0.5594689,0.1504787,0.5041436,1.0281649,0.39279205
LUNG_T18,18,primary_tumor,Fibroblasts,188,0.00965186,0.013611244,0.101098135,0.15844111,1.101231,0.7341403,0.12305022
LUNG_T18,18,primary_tumor,MAST cells,87,0.05832129,0.01979572,0.12638459,0.22365282,0.6258629,0.41292426,0.25563335
LUNG_T18,18,primary_tumor,Myeloid cells,1019,0.11409222,0.04518118,1.2266878,1.5968235,0.6489044,0.9753898,0.22041662
LUNG_T18,18,primary_tumor,NK cells,60,0.20363814,2.746807,0.16412283,0.055497605,0.3666015,0.5914428,0.15874119
LUNG_T18,18,primary_tumor,T lymphocytes,1030,0.242518,0.6620898,0.13570057,0.072121106,0.41820496,0.5767551,0.18513593
LUNG_T19,19,primary_tumor,B lymphocytes,430,0.015497595,0.020059247,0.08378112,0.15794705,0.2143081,0.22392191,0.113454156
LUNG_T19,19,primary_tumor,Endothelial cells,159,0.007663544,0.022832554,0.10533577,0.18019061,0.6842511,0.372803,0.20016097
LUNG_T19,19,primary_tumor,Epithelial cells,316,0.03952299,0.040271956,0.2828886,0.24799763,0.1427725,0.44599557,0.10515616
LUNG_T19,19,primary_tumor,Fibroblasts,114,0.006108992,0.0071437913,0.080158085,0.36161733,0.9646036,0.45413563,0.14192216
LUNG_T19,19,primary_tumor,MAST cells,424,0.0553153,0.02342363,0.065111645,0.22214483,0.639987,0.36904433,0.2931766
LUNG_T19,19,primary_tumor,Myeloid cells,1206,0.07843237,0.041253764,1.2195529,1.6234834,0.6747036,0.5403917,0.18142109
LUNG_T19,19,primary_tumor,NK cells,187,0.19966005,2.7230399,0.11518965,0.18047936,0.3320106,0.3768193,0.16126876
LUNG_T19,19,primary_tumor,T lymphocytes,1525,0.14550701,0.36025608,0.087294765,0.15057701,0.37881336,0.4384071,0.1489653
LUNG_T20,20,primary_tumor,B lymphocytes,53,0.03200499,0.05671709,0.070418395,0.19738355,0.2695223,0.21021365,0.06529811
LUNG_T20,20,primary_tumor,Endothelial cells,3,0.0,0.0,0.17063846,0.05942975,0.71923095,0.36581436,0.31050918
LUNG_T20,20,primary_tumor,Epithelial cells,526,0.011415497,0.046638995,0.3684669,0.26995006,0.31584984,0.9616236,0.23635761
LUNG_T20,20,primary_tumor,Fibroblasts,17,0.014124684,0.0,0.0790313,0.254665,1.201333,0.7589082,0.08710732
LUNG_T20,20,primary_tumor,MAST cells,83,0.052063104,0.022330413,0.12131036,0.23389523,0.70578235,0.41983956,0.23268208
LUNG_T20,20,primary_tumor,Myeloid cells,921,0.0917559,0.079134755,1.2014157,1.972344,0.7222123,0.6345231,0.19115824
LUNG_T20,20,primary_tumor,NK cells,80,0.20079923,2.7424557,0.105720714,0.20052032,0.38348976,0.44343686,0.17174062
LUNG_T20,20,primary_tumor,T lymphocytes,2338,0.30162,0.8242333,0.10248917,0.21971142,0.44723383,0.5431468,0.24505451
LUNG_T25,25,primary_tumor,B lymphocytes,1707,0.022388786,0.02004274,0.059694737,0.13426913,0.1793959,0.1717985,0.1791363
LUNG_T25,25,primary_tumor,Endothelial cells,32,0.032980166,0.008445722,0.11188209,0.123613,0.6723799,0.4774117,0.18183675
LUNG_T25,25,primary_tumor,Epithelial cells,226,0.014976297,0.026086375,0.324438,0.16884376,0.09506198,0.47615498,0.1192259
LUNG_T25,25,primary_tumor,Fibroblasts,21,0.00432191,0.02464147,0.08914399,0.43502194,1.1493853,0.55964893,0.1837826
LUNG_T25,25,primary_tumor,MAST cells,185,0.05192438,0.023684934,0.05344634,0.3478358,0.59577817,0.27210572,0.29449025
LUNG_T25,25,primary_tumor,Myeloid cells,604,0.086902626,0.03905554,1.124623,1.5018811,0.6860617,0.57255334,0.16033743
LUNG_T25,25,primary_tumor,NK cells,79,0.23447312,2.7470999,0.107333146,0.15951034,0.3286535,0.36620486,0.20140791
LUNG_T25,25,primary_tumor,T lymphocytes,1520,0.22934006,0.25481406,0.07962835,0.11845439,0.32185835,0.31687638,0.18147445
LUNG_T28,28,primary_tumor,B lymphocytes,586,0.018037468,0.041645568,0.07244458,0.11857985,0.16820922,0.17673205,0.09864023
LUNG_T28,28,primary_tumor,Endothelial cells,30,0.012624047,0.062119614,0.083292395,0.17758456,0.5508882,0.54096025,0.2725519
LUNG_T28,28,primary_tumor,Epithelial cells,1228,0.0141401915,0.0329041,0.33286577,0.16618207,0.078811474,0.7353843,0.25195345
LUNG_T28,28,primary_tumor,Fibroblasts,63,0.005094549,0.027848477,0.17551836,0.259545,0.98543173,0.81882894,0.16854106
LUNG_T28,28,primary_tumor,MAST cells,155,0.09576007,0.026372002,0.07935567,0.31594267,0.6439743,0.43668425,0.3614573
LUNG_T28,28,primary_tumor,Myeloid cells,1012,0.07505351,0.053296257,1.3868349,1.7411655,0.589908,0.58579767,0.18510419
LUNG_T28,28,primary_tumor,NK cells,105,0.22773607,3.0206058,0.09944307,0.10186313,0.33506772,0.38517013,0.18317954
LUNG_T28,28,primary_tumor,T lymphocytes,1526,0.23714654,0.9286666,0.096338056,0.120423056,0.36481264,0.42768577,0.2365151
LUNG_T30,30,primary_tumor,B lymphocytes,118,0.0082990555,0.022113375,0.048809364,0.18455349,0.25510183,0.18870854,0.0914543
LUNG_T30,30,primary_tumor,Endothelial cells,153,0.013380104,0.026329484,0.07301164,0.1862292,0.596883,0.3244194,0.1944282
LUNG_T30,30,primary_tumor,Epithelial cells,882,0.039590426,0.043865744,0.23153469,0.22300927,0.112136506,0.59342444,0.14268671
LUNG_T30,30,primary_tumor,Fibroblasts,73,0.019842785,0.047568336,0.06151209,0.41640627,0.9599171,0.4350329,0.2129536
LUNG_T30,30,primary_tumor,MAST cells,478,0.05009471,0.0283928,0.0499629,0.2103712,0.5917657,0.26996964,0.22140229
LUNG_T30,30,primary_tumor,Myeloid cells,976,0.0681931,0.066677004,0.9813452,1.9194617,0.6035129,0.52415097,0.29209238
LUNG_T30,30,primary_tumor,NK cells,144,0.19303864,2.690742,0.047194116,0.15236478,0.3836371,0.41549847,0.2030265
LUNG_T30,30,primary_tumor,T lymphocytes,1270,0.21050806,0.5025589,0.052677695,0.16216901,0.42516786,0.4284057,0.20421854
LUNG_T31,31,primary_tumor,B lymphocytes,419,0.02655757,0.08083666,0.043642823,0.090642795,0.1658181,0.15215005,0.03718257
LUNG_T31,31,primary_tumor,Endothelial cells,144,0.008690638,0.08988447,0.064675726,0.17857341,0.6881583,0.46871057,0.29810607
LUNG_T31,31,primary_tumor,Epithelial cells,272,0.014666471,0.073233,0.20815891,0.120647125,0.16440915,0.78707397,0.17316398
LUNG_T31,31,primary_tumor,Fibroblasts,500,0.016740292,0.059182752,0.047996074,0.34233397,1.1763897,0.5333415,0.12687702
LUNG_T31,31,primary_tumor,MAST cells,117,0.07697407,0.07807717,0.08736871,0.12731919,0.67607254,0.31965005,0.2757985
LUNG_T31,31,primary_tumor,Myeloid cells,413,0.100338094,0.0944701,0.93349826,1.6570786,0.6088089,0.51054263,0.15366347
LUNG_T31,31,primary_tumor,NK cells,128,0.21353048,2.9196434,0.061423864,0.084109634,0.3546583,0.54559165,0.21376209
LUNG_T31,31,primary_tumor,T lymphocytes,3585,0.2111828,0.8625074,0.044114765,0.087326095,0.3925421,0.54784966,0.24832071
LUNG_T34,34,primary_tumor,B lymphocytes,37,0.006961443,0.028468171,0.0684099,0.032718666,0.17005984,0.21827291,0.050223365
LUNG_T34,34,primary_tumor,Endothelial cells,19,0.009707692,0.018495629,0.10627833,0.047878772,0.687534,0.49064165,0.15617375
LUNG_T34,34,primary_tumor,Epithelial cells,2486,0.027887745,0.062848605,0.16834576,0.048246156,0.14032196,0.7278584,0.10763933
LUNG_T34,34,primary_tumor,Fibroblasts,29,0.008284233,0.011980621,0.0634818,0.19853573,0.92783993,0.43212312,0.11207698
LUNG_T34,34,primary_tumor,MAST cells,39,0.05774233,0.023572534,0.021632276,0.20512938,0.6126167,0.436483,0.24986649
LUNG_T34,34,primary_tumor,Myeloid cells,304,0.083151415,0.02513364,1.0924482,1.6131511,0.5980059,0.5833544,0.21564975
LUNG_T34,34,primary_tumor,NK cells,56,0.089049995,2.576552,0.11242767,0.040859003,0.27370647,0.32761875,0.12012372
LUNG_T34,34,primary_tumor,T lymphocytes,310,0.19125187,0.6613457,0.056478575,0.06356414,0.41221952,0.44991264,0.13471106
NS_02,02,non_smoker_lung,B lymphocytes,142,0.0068245963,0.036952764,0.36263254,0.2996207,0.18517536,0.18815675,0.09270181
NS_02,02,non_smoker_lung,Epithelial cells,181,0.009340265,0.06468392,1.295232,0.40705687,0.35064253,0.8986499,0.086005524
NS_02,02,non_smoker_lung,Fibroblasts,3,0.020230556,0.22804523,0.24470998,0.39232242,1.3593421,0.78601474,0.0
NS_02,02,non_smoker_lung,MAST cells,56,0.0968753,0.047912695,0.32701996,0.29377773,0.52831477,0.35629895,0.24741517
NS_02,02,non_smoker_lung,Myeloid cells,863,0.10723977,0.11557853,1.5734563,1.7638185,0.6127703,0.74457055,0.1997799
NS_02,02,non_smoker_lung,NK cells,443,0.16358443,2.416801,0.3366961,0.27614653,0.342759,0.43190166,0.17433822
NS_02,02,non_smoker_lung,Oligodendrocytes,91,0.0077834446,0.07978453,0.4134382,0.48748314,0.24256414,0.528773,0.6151017
NS_02,02,non_smoker_lung,T lymphocytes,534,0.14841287,0.47389296,0.3498767,0.27707466,0.36090901,0.45917052,0.17811693
NS_03,03,non_smoker_lung,B lymphocytes,16,0.010645757,0.071736306,0.043540105,0.0,0.1955791,0.32531562,0.09530632
NS_03,03,non_smoker_lung,Epithelial cells,2720,0.0013375235,0.005447956,0.22482693,0.009869416,0.31878495,1.1882089,0.27737623
NS_03,03,non_smoker_lung,Fibroblasts,10,0.0,0.013243611,0.028667737,0.0,0.8746153,0.6019416,0.18875705
NS_03,03,non_smoker_lung,Myeloid cells,99,0.064717494,0.02170922,1.8165267,0.6304279,0.6844616,0.72326326,0.12901424
NS_03,03,non_smoker_lung,NK cells,65,0.1879914,2.6811488,0.07102149,0.004646267,0.32434556,0.48120064,0.17839964
NS_03,03,non_smoker_lung,T lymphocytes,80,0.19451903,0.59585714,0.048564665,0.0,0.41757527,0.5641053,0.28841692
NS_04,04,non_smoker_lung,B lymphocytes,4,0.014499515,0.0,0.0,0.10994173,0.06039204,0.34161067,0.07045738
NS_04,04,non_smoker_lung,Epithelial cells,1234,0.005004398,0.005792834,0.09324702,0.12435581,0.30464044,0.96084183,0.27701393
NS_04,04,non_smoker_lung,Fibroblasts,180,0.0037904063,0.01631759,0.0440779,0.37432683,0.9356212,0.5651515,0.25942844
NS_04,04,non_smoker_lung,MAST cells,1,0.0,0.0,0.65358055,0.15266514,0.5602119,0.2840565,0.30533028
NS_04,04,non_smoker_lung,Myeloid cells,348,0.11435864,0.02353221,1.1540164,2.375267,0.5672613,0.5802638,0.28681117
NS_04,04,non_smoker_lung,NK cells,20,0.23336199,2.1674075,0.03878896,0.13276216,0.42078677,0.48993483,0.5063852
NS_04,04,non_smoker_lung,Oligodendrocytes,6,0.0,0.012140133,0.0,0.55232847,0.64969105,0.7233088,0.47713438
NS_04,04,non_smoker_lung,T lymphocytes,111,0.28191045,0.5501438,0.07511274,0.12032067,0.40317836,0.5481815,0.31557602
NS_06,06,non_smoker_lung,B lymphocytes,30,0.013108489,0.07639848,0.29454404,0.46820772,0.21814075,0.32553566,0.20682862
NS_06,06,non_smoker_lung,Epithelial cells,84,0.007552723,0.11446069,0.50624317,0.39669627,0.30726492,0.9000743,0.1984771
NS_06,06,non_smoker_lung,Fibroblasts,46,0.016760709,0.06701474,0.29470426,0.6132298,1.2393337,0.63280046,0.18384887
NS_06,06,non_smoker_lung,MAST cells,2,0.16191536,0.0,0.36275858,0.47968882,0.6303967,0.59714967,0.2687945
NS_06,06,non_smoker_lung,Myeloid cells,440,0.097400144,0.09439324,1.2923898,2.3644063,0.544506,0.62579745,0.16311876
NS_06,06,non_smoker_lung,NK cells,118,0.31241226,2.2073963,0.22631103,0.39249486,0.3888504,0.46403947,0.28849196
NS_06,06,non_smoker_lung,Oligodendrocytes,85,0.012304444,0.059028715,0.23557876,0.52153605,0.24019234,0.4450674,0.4707997
NS_06,06,non_smoker_lung,T lymphocytes,265,0.60554755,1.4959282,0.22568056,0.3698143,0.3875152,0.49821115,0.34119913
NS_07,07,non_smoker_lung,B lymphocytes,54,0.016559104,0.02275604,0.29919955,0.06779978,0.17942698,0.19598334,0.037191864
NS_07,07,non_smoker_lung,Epithelial cells,5112,0.001845077,0.005012274,0.6709767,0.07858581,0.15460977,0.9855019,0.13130984
NS_07,07,non_smoker_lung,Fibroblasts,59,0.0,0.025943821,0.33228466,0.21403135,0.9406206,0.65904486,0.15561406
NS_07,07,non_smoker_lung,MAST cells,1,0.0,0.0,0.35826814,0.0,0.96757346,0.0,0.0
NS_07,07,non_smoker_lung,Myeloid cells,313,0.09465377,0.028375018,0.8043398,1.9464784,0.4692377,0.62136024,0.18722609
NS_07,07,non_smoker_lung,NK cells,39,0.13717763,1.2825415,0.43246254,0.024718774,0.2407053,0.5160067,0.3706152
NS_07,07,non_smoker_lung,Oligodendrocytes,25,0.011786624,0.057691596,0.41869485,0.17645065,0.20057063,0.52717805,0.5758869
NS_07,07,non_smoker_lung,T lymphocytes,127,0.09608331,0.2562398,0.4422803,0.08236731,0.3117144,0.43472528,0.16328953
NS_12,12,non_smoker_lung,B lymphocytes,9,0.04413843,0.0,0.033493027,0.16912276,0.25775126,0.21946861,0.08700727
NS_12,12,non_smoker_lung,Epithelial cells,2815,0.004660673,0.026751969,0.100439705,0.13913804,0.19409285,0.6995949,0.22642948
NS_12,12,non_smoker_lung,Fibroblasts,49,0.0,0.012571335,0.020450639,0.22591513,1.0370011,0.60772747,0.16209699
NS_12,12,non_smoker_lung,MAST cells,1,0.0,0.38230205,0.0,0.0,0.474686,0.0,0.0
NS_12,12,non_smoker_lung,Myeloid cells,286,0.05413897,0.0037973498,0.8665528,2.1467295,0.5415322,0.5347465,0.29958713
NS_12,12,non_smoker_lung,NK cells,9,0.07493366,2.1940236,0.038548745,0.074533105,0.20519795,0.6162134,0.11507499
NS_12,12,non_smoker_lung,T lymphocytes,13,0.05197666,0.6079503,0.059373513,0.11230179,0.27866027,0.19159794,0.23273179
NS_13,13,non_smoker_lung,B lymphocytes,656,0.008742109,0.0214155,0.061500736,0.14933997,0.11941633,0.17308241,0.06588185
NS_13,13,non_smoker_lung,Epithelial cells,1363,0.015281897,0.048545312,0.11322556,0.18438116,0.032683037,0.7438992,0.09759825
NS_13,13,non_smoker_lung,Fibroblasts,15,0.0,0.04153039,0.110391475,0.3531563,0.83256793,0.4431063,0.09781923
NS_13,13,non_smoker_lung,MAST cells,440,0.055137523,0.02154511,0.047370654,0.3269397,0.43629304,0.2965183,0.19049907
NS_13,13,non_smoker_lung,Myeloid cells,564,0.07789297,0.035914037,0.9617911,1.5887098,0.48821697,0.6618426,0.1812236
NS_13,13,non_smoker_lung,NK cells,57,0.15806311,2.1756015,0.07201379,0.13289066,0.20468996,0.4063908,0.12500249
NS_13,13,non_smoker_lung,Oligodendrocytes,27,0.020481464,0.05939006,0.07271341,0.4513836,0.21685448,0.42277873,0.5148646
NS_13,13,non_smoker_lung,T lymphocytes,1723,0.16616306,0.49874213,0.059178684,0.17549585,0.17825614,0.32010087,0.18762612
NS_16,16,non_smoker_lung,B lymphocytes,256,0.008032684,0.011909563,0.019578801,0.07921008,0.14226371,0.19543238,0.14254797
NS_16,16,non_smoker_lung,Epithelial cells,81,0.009045272,0.014360762,0.091764204,0.119106695,0.14279333,0.94759804,0.13889694
NS_16,16,non_smoker_lung,Fibroblasts,16,0.0,0.0,0.034639254,0.18148929,0.81356865,0.53285027,0.15465572
NS_16,16,non_smoker_lung,MAST cells,3,0.0,0.0,0.0,0.087474026,0.578811,0.08197981,0.32112697
NS_16,16,non_smoker_lung,Myeloid cells,182,0.105778076,0.02179157,1.2043637,1.9618233,0.43508974,0.33110327,0.15501693
NS_16,16,non_smoker_lung,NK cells,24,0.15436085,1.7485374,0.036651146,0.03699927,0.32758418,0.36562896,0.41220167
NS_16,16,non_smoker_lung,Oligodendrocytes,394,0.0072471304,0.009357266,0.011729918,0.101256296,0.21750443,0.4010813,0.55050474
NS_16,16,non_smoker_lung,T lymphocytes,361,0.26009637,0.81074023,0.016819779,0.052771084,0.269767,0.39205578,0.35097566
NS_17,17,non_smoker_lung,B lymphocytes,70,0.0,0.014717114,0.055715352,0.15779662,0.22191639,0.4170562,0.10126029
NS_17,17,non_smoker_lung,Epithelial cells,1117,0.003992152,0.003268898,0.0750103,0.17322257,0.24116,1.1400846,0.1908873
NS_17,17,non_smoker_lung,Fibroblasts,88,0.0059288624,0.052928817,0.11832971,0.3426003,0.8723409,0.6563947,0.20648894
NS_17,17,non_smoker_lung,MAST cells,4,0.071592264,0.071592264,0.0,0.41398075,0.5513902,0.44747332,0.32669085
NS_17,17,non_smoker_lung,Myeloid cells,651,0.07152224,0.019010859,1.0211962,2.0528607,0.47109085,0.56437516,0.16500571
NS_17,17,non_smoker_lung,NK cells,28,0.12266337,2.1981626,0.07854573,0.1570162,0.24874704,0.5839502,0.27743775
NS_17,17,non_smoker_lung,Oligodendrocytes,69,0.0036677106,0.0123972,0.03713409,0.2566027,0.26999924,0.520091,0.5901886
NS_17,17,non_smoker_lung,T lymphocytes,382,0.14983796,0.51148987,0.05198919,0.20740345,0.312556,0.60434836,0.25974
NS_19,19,non_smoker_lung,B lymphocytes,74,0.006041742,0.033180162,0.33044654,0.42686185,0.20415191,0.29296172,0.116427206
NS_19,19,non_smoker_lung,Epithelial cells,756,0.0052369726,0.014825177,0.9316409,0.412488,0.2940722,1.0404869,0.595471
NS_19,19,non_smoker_lung,Fibroblasts,170,0.008489231,0.012905293,0.36915067,0.5340334,1.1815337,0.6257927,0.17681837
NS_19,19,non_smoker_lung,Myeloid cells,1911,0.06550188,0.030951357,1.2146248,1.6487076,0.60202694,0.74016386,0.23030837
NS_19,19,non_smoker_lung,NK cells,56,0.15291655,2.3798544,0.19647868,0.22167908,0.28950638,0.403631,0.30017734
NS_19,19,non_smoker_lung,Oligodendrocytes,19,0.0,0.011676779,0.26149547,0.5594557,0.33184823,0.56149346,0.4977505
NS_19,19,non_smoker_lung,T lymphocytes,314,0.16094133,0.40644118,0.26724344,0.2838592,0.33131048,0.42256552,0.22910401
