tissue_site,cell_type_clean,Cell_subtype,total_cells,n_sample_subtypes,mean_cells_per_sample,T_CELL_EXHAUSTION,CYTOTOXICITY,MYELOID_INFLAMMATION,MACROPHAGE_LIKE,EMT_INVASION,HYPOXIA,PROLIFERATION
advanced_airway_tumor,Myeloid cells,CD1c+ DCs,28,1,28.0,0.19326426821428572,0.05310036928571428,0.7453569335714285,0.4098502839285714,0.6071717242857143,0.6526294867857143,0.10613383982142857
advanced_airway_tumor,Myeloid cells,CD207+CD1a+ LCs,56,1,56.0,0.17630522026785714,0.021667307214285718,0.4281269079285714,0.5008214698214285,0.5898447776785715,0.7259780133928572,0.2927657525
advanced_airway_tumor,Myeloid cells,Monocytes,1046,9,116.22222222222223,0.042996428679178696,0.07778331208538779,2.9148461427344174,0.2249772115980909,0.6451604023417657,0.42422828678914226,0.13752677932085985
advanced_airway_tumor,Myeloid cells,Pleural Mac,42,1,42.0,0.17495251285714286,0.07772725397619047,0.8400919913333333,1.2246436226190476,0.6610844685714286,0.6566701852380953,0.12412628188095239
advanced_airway_tumor,Myeloid cells,Undetermined,712,9,79.11111111111111,0.06396225680993511,0.04563296507086678,0.4551476394220817,0.9039915683107085,0.5063023372139601,0.6429040446668507,0.22124765450836945
advanced_airway_tumor,Myeloid cells,mo-Mac,4301,11,391.0,0.10903171490349922,0.0835613105375799,1.2873672853425357,1.7554489517202578,0.6445454393943553,0.8287014941599465,0.22642626279508066
advanced_airway_tumor,NK cells,NK,854,7,122.0,0.1721732888355177,2.9528293909657584,0.1319564971347212,0.07889540834445705,0.3014311940073591,0.3641542126080995,0.15685896555656922
advanced_airway_tumor,T lymphocytes,CD4+ Th,703,7,100.42857142857143,0.14079225993961622,0.46708766707167776,0.11492882574463034,0.08295223118326278,0.40671244482493224,0.4887328917275706,0.16823297458728056
advanced_airway_tumor,T lymphocytes,CD8 low T,677,9,75.22222222222223,0.22795292888056742,1.4284757629362017,0.15019450376783283,0.10834269679697933,0.3659201022428682,0.41285849187155155,0.19292422221964436
advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,454,5,90.8,0.17814127408969346,2.0213120459086955,0.14792190488693577,0.07898264052013627,0.3782134502459254,0.40003636958645244,0.20844537604702498
advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,865,9,96.11111111111111,0.5159243764958645,1.7494412158321726,0.10416509454539341,0.09180201712534926,0.38652596138993295,0.5144122806108995,0.25609563106102246
advanced_airway_tumor,T lymphocytes,NK,189,6,31.5,0.23894543032196758,2.254481340511591,0.1373719502703026,0.10235290124636266,0.33058962150468557,0.45686668093971755,0.22606451515318512
advanced_airway_tumor,T lymphocytes,Naive CD4+ T,2151,10,215.1,0.06858957107325556,0.09920841006462189,0.10509596522650033,0.10299388434698362,0.30557232869497924,0.3724098207464457,0.14995538639065278
advanced_airway_tumor,T lymphocytes,Naive CD8+ T,317,7,45.285714285714285,0.19602096218799603,1.079777864748512,0.14415760217779194,0.09135918180945295,0.33074135775481855,0.38379325963534583,0.17388255685324547
advanced_airway_tumor,T lymphocytes,Treg,956,9,106.22222222222223,0.6038476738147389,0.19353361122010257,0.1137523120997544,0.10025793770184777,0.30415006574804754,0.5588071650011348,0.17509620631369513
advanced_airway_tumor,T lymphocytes,Undetermined,103,3,34.333333333333336,0.6004212817129629,1.0064664242466763,0.09197722208760684,0.10151380239078822,0.45555560973931625,0.7259427368566002,1.8387499999548906
non_smoker_lung,B lymphocytes,Follicular B cells,642,6,107.0,0.007660514796938742,0.023561962323352975,0.17638872815157144,0.22671171488355787,0.20039860657651332,0.25801402135043533,0.0994355855101633
non_smoker_lung,B lymphocytes,MALT B cells,299,4,74.75,0.0055619166077271985,0.01945883559323635,0.18208333995708975,0.1983724954243176,0.15067908951235043,0.22205354156008744,0.10914231348879208
non_smoker_lung,B lymphocytes,Plasma cells,287,2,143.5,0.003490942965629053,0.02496016747010376,0.03065153098080415,0.10815943420693905,0.06409863434130998,0.10644146399455251,0.031073319269844357
non_smoker_lung,Epithelial cells,Malignant cells,15423,10,1542.3,0.00636267891418741,0.03028712538989627,0.4098259687999585,0.20421989770257606,0.23307838789660815,0.9515382537260398,0.22227696431373492
non_smoker_lung,Fibroblasts,FB-like cells,168,3,56.0,0.008752648180076629,0.027059248761973177,0.29725477340161466,0.5222179877401477,1.2596683270607552,0.6731238681527093,0.19253669291502465
non_smoker_lung,Fibroblasts,Pericytes,181,4,45.25,0.005049671971726191,0.054171688696669294,0.18276418576352416,0.4771041864222864,1.058453067115546,0.5661509994161414,0.23785790325306372
non_smoker_lung,Fibroblasts,Tumor ECs,107,3,35.666666666666664,0.005987774024691358,0.012236049347001765,0.2385635186746032,0.16573417722354497,0.6932080148589065,0.6437929407561728,0.14486285688227515
