sample,patient_id,tissue_site,cell_type_clean,Cell_subtype,n_cells,total_cells,sample_fraction
LUNG_N19,19,normal_lung,T lymphocytes,Undetermined,5,3870,0.0012919896640826874
LUNG_N20,20,normal_lung,B lymphocytes,Follicular B cells,21,5798,0.0036219385995170748
LUNG_N20,20,normal_lung,B lymphocytes,GrB-secreting B cells,13,5798,0.002242152466367713
LUNG_N20,20,normal_lung,B lymphocytes,MALT B cells,1,5798,0.00017247326664367022
LUNG_N20,20,normal_lung,B lymphocytes,Undetermined,1,5798,0.00017247326664367022
LUNG_N20,20,normal_lung,Endothelial cells,EPCs,7,5798,0.0012073128665056915
LUNG_N20,20,normal_lung,Endothelial cells,Lymphatic ECs,7,5798,0.0012073128665056915
LUNG_N20,20,normal_lung,Endothelial cells,Stalk-like ECs,39,5798,0.006726457399103139
LUNG_N20,20,normal_lung,Endothelial cells,Tip-like ECs,17,5798,0.002932045532942394
LUNG_N20,20,normal_lung,Endothelial cells,Tumor ECs,5,5798,0.0008623663332183512
LUNG_N20,20,normal_lung,Epithelial cells,AT1,45,5798,0.007761296998965161
LUNG_N20,20,normal_lung,Epithelial cells,AT2,191,5798,0.032942393928941015
LUNG_N20,20,normal_lung,Epithelial cells,Ciliated,23,5798,0.003966885132804415
LUNG_N20,20,normal_lung,Epithelial cells,Club,34,5798,0.005864091065884788
LUNG_N20,20,normal_lung,Epithelial cells,Undetermined,12,5798,0.002069679199724043
LUNG_N20,20,normal_lung,Fibroblasts,COL13A1+ matrix FBs,5,5798,0.0008623663332183512
LUNG_N20,20,normal_lung,Fibroblasts,COL14A1+ matrix FBs,4,5798,0.0006898930665746809
LUNG_N20,20,normal_lung,Fibroblasts,Pericytes,3,5798,0.0005174197999310107
LUNG_N20,20,normal_lung,Fibroblasts,Smooth muscle cells,1,5798,0.00017247326664367022
LUNG_N20,20,normal_lung,MAST cells,MAST,157,5798,0.027078302863056226
LUNG_N20,20,normal_lung,Myeloid cells,Activated DCs,4,5798,0.0006898930665746809
LUNG_N20,20,normal_lung,Myeloid cells,Alveolar Mac,3238,5798,0.5584684373922042
LUNG_N20,20,normal_lung,Myeloid cells,CD141+ DCs,1,5798,0.00017247326664367022
LUNG_N20,20,normal_lung,Myeloid cells,CD163+CD14+ DCs,18,5798,0.003104518799586064
LUNG_N20,20,normal_lung,Myeloid cells,CD1c+ DCs,157,5798,0.027078302863056226
LUNG_N20,20,normal_lung,Myeloid cells,CD207+CD1a+ LCs,4,5798,0.0006898930665746809
LUNG_N20,20,normal_lung,Myeloid cells,Monocytes,93,5798,0.01604001379786133
LUNG_N20,20,normal_lung,Myeloid cells,Pleural Mac,5,5798,0.0008623663332183512
LUNG_N20,20,normal_lung,Myeloid cells,Undetermined,4,5798,0.0006898930665746809
LUNG_N20,20,normal_lung,Myeloid cells,mo-Mac,21,5798,0.0036219385995170748
LUNG_N20,20,normal_lung,NK cells,NK,399,5798,0.06881683339082442
LUNG_N20,20,normal_lung,NK cells,Undetermined,1,5798,0.00017247326664367022
LUNG_N20,20,normal_lung,T lymphocytes,CD4+ Th,289,5798,0.0498447740600207
LUNG_N20,20,normal_lung,T lymphocytes,CD8 low T,59,5798,0.010175922731976544
LUNG_N20,20,normal_lung,T lymphocytes,Cytotoxic CD8+ T,88,5798,0.015177647464642981
LUNG_N20,20,normal_lung,T lymphocytes,Exhausted CD8+ T,5,5798,0.0008623663332183512
LUNG_N20,20,normal_lung,T lymphocytes,Exhausted Tfh,1,5798,0.00017247326664367022
LUNG_N20,20,normal_lung,T lymphocytes,NK,31,5798,0.005346671265953777
LUNG_N20,20,normal_lung,T lymphocytes,Naive CD4+ T,52,5798,0.008968609865470852
LUNG_N20,20,normal_lung,T lymphocytes,Naive CD8+ T,8,5798,0.0013797861331493618
LUNG_N20,20,normal_lung,T lymphocytes,Treg,12,5798,0.002069679199724043
LUNG_N20,20,normal_lung,T lymphocytes,Undetermined,5,5798,0.0008623663332183512
LUNG_N28,28,normal_lung,B lymphocytes,Follicular B cells,17,3411,0.004983875696276752
LUNG_N28,28,normal_lung,B lymphocytes,GC B cells in the DZ,1,3411,0.0002931691586045148
LUNG_N28,28,normal_lung,B lymphocytes,GrB-secreting B cells,9,3411,0.002638522427440633
LUNG_N28,28,normal_lung,B lymphocytes,MALT B cells,4,3411,0.0011726766344180592
LUNG_N28,28,normal_lung,B lymphocytes,Plasma cells,2,3411,0.0005863383172090296
LUNG_N28,28,normal_lung,B lymphocytes,Undetermined,3,3411,0.0008795074758135445
LUNG_N28,28,normal_lung,Endothelial cells,Lymphatic ECs,5,3411,0.001465845793022574
LUNG_N28,28,normal_lung,Endothelial cells,Stalk-like ECs,1,3411,0.0002931691586045148
LUNG_N28,28,normal_lung,Endothelial cells,Tip-like ECs,5,3411,0.001465845793022574
LUNG_N28,28,normal_lung,Epithelial cells,AT1,19,3411,0.0055702140134857815
LUNG_N28,28,normal_lung,Epithelial cells,AT2,208,3411,0.06097918498973908
LUNG_N28,28,normal_lung,Epithelial cells,Club,1,3411,0.0002931691586045148
LUNG_N28,28,normal_lung,Epithelial cells,Undetermined,5,3411,0.001465845793022574
LUNG_N28,28,normal_lung,Fibroblasts,COL14A1+ matrix FBs,9,3411,0.002638522427440633
LUNG_N28,28,normal_lung,Fibroblasts,Pericytes,1,3411,0.0002931691586045148
LUNG_N28,28,normal_lung,Fibroblasts,Smooth muscle cells,2,3411,0.0005863383172090296
LUNG_N28,28,normal_lung,MAST cells,MAST,57,3411,0.016710642040457344
LUNG_N28,28,normal_lung,Myeloid cells,Alveolar Mac,728,3411,0.21342714746408678
LUNG_N28,28,normal_lung,Myeloid cells,CD141+ DCs,1,3411,0.0002931691586045148
LUNG_N28,28,normal_lung,Myeloid cells,CD163+CD14+ DCs,3,3411,0.0008795074758135445
LUNG_N28,28,normal_lung,Myeloid cells,CD1c+ DCs,10,3411,0.002931691586045148
LUNG_N28,28,normal_lung,Myeloid cells,Monocytes,29,3411,0.008501905599530929
LUNG_N28,28,normal_lung,Myeloid cells,Pleural Mac,1,3411,0.0002931691586045148
LUNG_N28,28,normal_lung,Myeloid cells,Undetermined,6,3411,0.001759014951627089
LUNG_N28,28,normal_lung,Myeloid cells,mo-Mac,7,3411,0.0020521841102316037
LUNG_N28,28,normal_lung,NK cells,CD8 low T,6,3411,0.001759014951627089
LUNG_N28,28,normal_lung,NK cells,NK,282,3411,0.08267370272647317
LUNG_N28,28,normal_lung,NK cells,Undetermined,8,3411,0.0023453532688361184
LUNG_N28,28,normal_lung,T lymphocytes,CD4+ Th,476,3411,0.13954851949574903
LUNG_N28,28,normal_lung,T lymphocytes,CD8 low T,75,3411,0.02198768689533861
LUNG_N28,28,normal_lung,T lymphocytes,CD8+/CD4+ Mixed Th,1,3411,0.0002931691586045148
LUNG_N28,28,normal_lung,T lymphocytes,Cytotoxic CD8+ T,418,3411,0.12254470829668719
LUNG_N28,28,normal_lung,T lymphocytes,Exhausted CD8+ T,45,3411,0.013192612137203167
LUNG_N28,28,normal_lung,T lymphocytes,Exhausted Tfh,2,3411,0.0005863383172090296
LUNG_N28,28,normal_lung,T lymphocytes,NK,34,3411,0.009967751392553504
LUNG_N28,28,normal_lung,T lymphocytes,Naive CD4+ T,41,3411,0.012019935502785108
LUNG_N28,28,normal_lung,T lymphocytes,Naive CD8+ T,6,3411,0.001759014951627089
LUNG_N28,28,normal_lung,T lymphocytes,Treg,20,3411,0.005863383172090296
LUNG_N28,28,normal_lung,T lymphocytes,Undetermined,17,3411,0.004983875696276752
LUNG_N30,30,normal_lung,B lymphocytes,Follicular B cells,21,3884,0.005406797116374871
LUNG_N30,30,normal_lung,B lymphocytes,GrB-secreting B cells,26,3884,0.006694129763130793
LUNG_N30,30,normal_lung,B lymphocytes,MALT B cells,4,3884,0.0010298661174047373
LUNG_N30,30,normal_lung,B lymphocytes,Plasma cells,2,3884,0.0005149330587023687
LUNG_N30,30,normal_lung,B lymphocytes,Undetermined,3,3884,0.000772399588053553
LUNG_N30,30,normal_lung,Endothelial cells,EPCs,8,3884,0.0020597322348094747
LUNG_N30,30,normal_lung,Endothelial cells,Lymphatic ECs,65,3884,0.016735324407826983
LUNG_N30,30,normal_lung,Endothelial cells,Stalk-like ECs,26,3884,0.006694129763130793
LUNG_N30,30,normal_lung,Endothelial cells,Tip-like ECs,76,3884,0.01956745623069001
LUNG_N30,30,normal_lung,Endothelial cells,Tumor ECs,5,3884,0.0012873326467559218
LUNG_N30,30,normal_lung,Epithelial cells,AT1,34,3884,0.008753861997940269
LUNG_N30,30,normal_lung,Epithelial cells,AT2,72,3884,0.018537590113285273
LUNG_N30,30,normal_lung,Epithelial cells,Ciliated,119,3884,0.030638516992790937
LUNG_N30,30,normal_lung,Epithelial cells,Club,104,3884,0.026776519052523172
LUNG_N30,30,normal_lung,Epithelial cells,Undetermined,5,3884,0.0012873326467559218
LUNG_N30,30,normal_lung,Fibroblasts,COL13A1+ matrix FBs,72,3884,0.018537590113285273
LUNG_N30,30,normal_lung,Fibroblasts,COL14A1+ matrix FBs,123,3884,0.03166838311019567
LUNG_N30,30,normal_lung,Fibroblasts,Smooth muscle cells,7,3884,0.0018022657054582905
LUNG_N30,30,normal_lung,Fibroblasts,Undetermined,20,3884,0.005149330587023687
LUNG_N30,30,normal_lung,MAST cells,MAST,56,3884,0.014418125643666324
LUNG_N30,30,normal_lung,Myeloid cells,Activated DCs,3,3884,0.000772399588053553
LUNG_N30,30,normal_lung,Myeloid cells,Alveolar Mac,329,3884,0.08470648815653965
LUNG_N30,30,normal_lung,Myeloid cells,CD141+ DCs,9,3884,0.002317198764160659
LUNG_N30,30,normal_lung,Myeloid cells,CD163+CD14+ DCs,4,3884,0.0010298661174047373
LUNG_N30,30,normal_lung,Myeloid cells,CD1c+ DCs,80,3884,0.02059732234809475
LUNG_N30,30,normal_lung,Myeloid cells,Monocytes,388,3884,0.09989701338825953
LUNG_N30,30,normal_lung,Myeloid cells,Pleural Mac,3,3884,0.000772399588053553
LUNG_N30,30,normal_lung,Myeloid cells,Undetermined,12,3884,0.003089598352214212
LUNG_N30,30,normal_lung,Myeloid cells,mo-Mac,107,3884,0.027548918640576726
LUNG_N30,30,normal_lung,NK cells,CD8 low T,4,3884,0.0010298661174047373
LUNG_N30,30,normal_lung,NK cells,Cytotoxic CD8+ T,1,3884,0.00025746652935118434
LUNG_N30,30,normal_lung,NK cells,NK,493,3884,0.12693099897013388
LUNG_N30,30,normal_lung,NK cells,Undetermined,3,3884,0.000772399588053553
LUNG_N30,30,normal_lung,T lymphocytes,CD4+ Th,367,3884,0.09449021627188466
LUNG_N30,30,normal_lung,T lymphocytes,CD8 low T,104,3884,0.026776519052523172
LUNG_N30,30,normal_lung,T lymphocytes,Cytotoxic CD8+ T,145,3884,0.03733264675592173
LUNG_N30,30,normal_lung,T lymphocytes,Exhausted CD8+ T,15,3884,0.0038619979402677654
LUNG_N30,30,normal_lung,T lymphocytes,Exhausted Tfh,1,3884,0.00025746652935118434
LUNG_N30,30,normal_lung,T lymphocytes,NK,181,3884,0.04660144181256436
LUNG_N30,30,normal_lung,T lymphocytes,Naive CD4+ T,14,3884,0.003604531410916581
LUNG_N30,30,normal_lung,T lymphocytes,Naive CD8+ T,1,3884,0.00025746652935118434
LUNG_N30,30,normal_lung,T lymphocytes,Treg,26,3884,0.006694129763130793
LUNG_N30,30,normal_lung,T lymphocytes,Undetermined,5,3884,0.0012873326467559218
LUNG_N31,31,normal_lung,B lymphocytes,Follicular B cells,13,4241,0.0030653147842489977
LUNG_N31,31,normal_lung,B lymphocytes,GrB-secreting B cells,27,4241,0.006366423013440227
LUNG_N31,31,normal_lung,B lymphocytes,MALT B cells,7,4241,0.0016505541145956143
LUNG_N31,31,normal_lung,B lymphocytes,Plasma cells,1,4241,0.0002357934449422306
LUNG_N31,31,normal_lung,B lymphocytes,Undetermined,2,4241,0.0004715868898844612
LUNG_N31,31,normal_lung,Endothelial cells,EPCs,5,4241,0.001178967224711153
LUNG_N31,31,normal_lung,Endothelial cells,Lymphatic ECs,59,4241,0.013911813251591605
LUNG_N31,31,normal_lung,Endothelial cells,Stalk-like ECs,29,4241,0.0068380099033246875
LUNG_N31,31,normal_lung,Endothelial cells,Tip-like ECs,63,4241,0.014854987031360529
LUNG_N31,31,normal_lung,Endothelial cells,Tumor ECs,8,4241,0.001886347559537845
LUNG_N31,31,normal_lung,Epithelial cells,AT1,82,4241,0.01933506248526291
LUNG_N31,31,normal_lung,Epithelial cells,AT2,250,4241,0.058948361235557654
LUNG_N31,31,normal_lung,Epithelial cells,Ciliated,137,4241,0.032303701957085595
LUNG_N31,31,normal_lung,Epithelial cells,Club,73,4241,0.017212921480782833
LUNG_N31,31,normal_lung,Epithelial cells,Undetermined,6,4241,0.0014147606696533837
LUNG_N31,31,normal_lung,Fibroblasts,COL13A1+ matrix FBs,43,4241,0.010139118132515916
LUNG_N31,31,normal_lung,Fibroblasts,COL14A1+ matrix FBs,719,4241,0.16953548691346382
LUNG_N31,31,normal_lung,Fibroblasts,FB-like cells,1,4241,0.0002357934449422306
LUNG_N31,31,normal_lung,Fibroblasts,Mesothelial cells,8,4241,0.001886347559537845
LUNG_N31,31,normal_lung,Fibroblasts,Myofibroblasts,12,4241,0.0028295213393067674
LUNG_N31,31,normal_lung,Fibroblasts,Smooth muscle cells,12,4241,0.0028295213393067674
LUNG_N31,31,normal_lung,Fibroblasts,Undetermined,39,4241,0.009195944352746994
LUNG_N31,31,normal_lung,MAST cells,MAST,28,4241,0.006602216458382457
LUNG_N31,31,normal_lung,Myeloid cells,Activated DCs,7,4241,0.0016505541145956143
LUNG_N31,31,normal_lung,Myeloid cells,Alveolar Mac,718,4241,0.16929969346852158
LUNG_N31,31,normal_lung,Myeloid cells,CD141+ DCs,14,4241,0.0033011082291912286
LUNG_N31,31,normal_lung,Myeloid cells,CD163+CD14+ DCs,7,4241,0.0016505541145956143
LUNG_N31,31,normal_lung,Myeloid cells,CD1c+ DCs,169,4241,0.039849092195236975
LUNG_N31,31,normal_lung,Myeloid cells,CD207+CD1a+ LCs,2,4241,0.0004715868898844612
LUNG_N31,31,normal_lung,Myeloid cells,Monocytes,211,4241,0.04975241688281066
LUNG_N31,31,normal_lung,Myeloid cells,Pleural Mac,16,4241,0.00377269511907569
LUNG_N31,31,normal_lung,Myeloid cells,Undetermined,4,4241,0.0009431737797689225
LUNG_N31,31,normal_lung,Myeloid cells,mo-Mac,189,4241,0.04456496109408158
LUNG_N31,31,normal_lung,NK cells,CD8 low T,4,4241,0.0009431737797689225
LUNG_N31,31,normal_lung,NK cells,Cytotoxic CD8+ T,2,4241,0.0004715868898844612
LUNG_N31,31,normal_lung,NK cells,NK,488,4241,0.11506720113180853
LUNG_N31,31,normal_lung,NK cells,Undetermined,2,4241,0.0004715868898844612
LUNG_N31,31,normal_lung,T lymphocytes,CD4+ Th,155,4241,0.03654798396604574
LUNG_N31,31,normal_lung,T lymphocytes,CD8 low T,41,4241,0.009667531242631455
LUNG_N31,31,normal_lung,T lymphocytes,CD8+/CD4+ Mixed Th,2,4241,0.0004715868898844612
LUNG_N31,31,normal_lung,T lymphocytes,Cytotoxic CD8+ T,95,4241,0.02240037726951191
LUNG_N31,31,normal_lung,T lymphocytes,Exhausted CD8+ T,18,4241,0.004244282008960151
LUNG_N31,31,normal_lung,T lymphocytes,NK,31,4241,0.007309596793209149
LUNG_N31,31,normal_lung,T lymphocytes,Naive CD4+ T,9,4241,0.0021221410044800753
LUNG_N31,31,normal_lung,T lymphocytes,Naive CD8+ T,2,4241,0.0004715868898844612
LUNG_N31,31,normal_lung,T lymphocytes,Treg,22,4241,0.005187455788729073
LUNG_N31,31,normal_lung,T lymphocytes,Undetermined,10,4241,0.002357934449422306
LUNG_N34,34,normal_lung,B lymphocytes,Follicular B cells,38,5222,0.007276905400229797
LUNG_N34,34,normal_lung,B lymphocytes,GrB-secreting B cells,18,5222,0.0034469551895825352
LUNG_N34,34,normal_lung,B lymphocytes,MALT B cells,7,5222,0.0013404825737265416
LUNG_N34,34,normal_lung,B lymphocytes,Undetermined,2,5222,0.00038299502106472615
LUNG_N34,34,normal_lung,Endothelial cells,EPCs,8,5222,0.0015319800842589046
LUNG_N34,34,normal_lung,Endothelial cells,Lymphatic ECs,21,5222,0.004021447721179625
LUNG_N34,34,normal_lung,Endothelial cells,Stalk-like ECs,18,5222,0.0034469551895825352
LUNG_N34,34,normal_lung,Endothelial cells,Tip-like ECs,40,5222,0.0076599004212945234
LUNG_N34,34,normal_lung,Endothelial cells,Tumor ECs,1,5222,0.00019149751053236308
LUNG_N34,34,normal_lung,Epithelial cells,AT1,138,5222,0.026426656453466105
LUNG_N34,34,normal_lung,Epithelial cells,AT2,369,5222,0.07066258138644198
LUNG_N34,34,normal_lung,Epithelial cells,Ciliated,61,5222,0.011681348142474148
LUNG_N34,34,normal_lung,Epithelial cells,Club,73,5222,0.013979318268862504
LUNG_N34,34,normal_lung,Epithelial cells,Undetermined,9,5222,0.0017234775947912676
LUNG_N34,34,normal_lung,Fibroblasts,COL13A1+ matrix FBs,34,5222,0.0065109153581003444
LUNG_N34,34,normal_lung,Fibroblasts,COL14A1+ matrix FBs,100,5222,0.019149751053236307
LUNG_N34,34,normal_lung,Fibroblasts,Mesothelial cells,1,5222,0.00019149751053236308
LUNG_N34,34,normal_lung,Fibroblasts,Pericytes,1,5222,0.00019149751053236308
LUNG_N34,34,normal_lung,Fibroblasts,Smooth muscle cells,13,5222,0.00248946763692072
LUNG_N34,34,normal_lung,Fibroblasts,Undetermined,25,5222,0.004787437763309077
LUNG_N34,34,normal_lung,MAST cells,MAST,65,5222,0.0124473381846036
LUNG_N34,34,normal_lung,Myeloid cells,Activated DCs,6,5222,0.0011489850631941786
LUNG_N34,34,normal_lung,Myeloid cells,Alveolar Mac,1139,5222,0.21811566449636155
LUNG_N34,34,normal_lung,Myeloid cells,CD141+ DCs,9,5222,0.0017234775947912676
LUNG_N34,34,normal_lung,Myeloid cells,CD163+CD14+ DCs,6,5222,0.0011489850631941786
LUNG_N34,34,normal_lung,Myeloid cells,CD1c+ DCs,82,5222,0.015702795863653772
LUNG_N34,34,normal_lung,Myeloid cells,Monocytes,378,5222,0.07238605898123325
LUNG_N34,34,normal_lung,Myeloid cells,Pleural Mac,8,5222,0.0015319800842589046
LUNG_N34,34,normal_lung,Myeloid cells,Undetermined,8,5222,0.0015319800842589046
LUNG_N34,34,normal_lung,Myeloid cells,mo-Mac,123,5222,0.023554193795480658
LUNG_N34,34,normal_lung,NK cells,CD8 low T,5,5222,0.0009574875526618154
LUNG_N34,34,normal_lung,NK cells,Cytotoxic CD8+ T,2,5222,0.00038299502106472615
LUNG_N34,34,normal_lung,NK cells,NK,1040,5222,0.1991574109536576
LUNG_N34,34,normal_lung,NK cells,Undetermined,5,5222,0.0009574875526618154
LUNG_N34,34,normal_lung,T lymphocytes,CD4+ Th,208,5222,0.03983148219073152
LUNG_N34,34,normal_lung,T lymphocytes,CD8 low T,76,5222,0.014553810800459595
LUNG_N34,34,normal_lung,T lymphocytes,Cytotoxic CD8+ T,139,5222,0.026618153963998466
LUNG_N34,34,normal_lung,T lymphocytes,Exhausted CD8+ T,5,5222,0.0009574875526618154
LUNG_N34,34,normal_lung,T lymphocytes,NK,81,5222,0.015511298353121409
LUNG_N34,34,normal_lung,T lymphocytes,Naive CD4+ T,3,5222,0.0005744925315970893
LUNG_N34,34,normal_lung,T lymphocytes,Naive CD8+ T,1,5222,0.00019149751053236308
LUNG_N34,34,normal_lung,T lymphocytes,Treg,13,5222,0.00248946763692072
LUNG_N34,34,normal_lung,T lymphocytes,Undetermined,1,5222,0.00019149751053236308
LUNG_T06,06,primary_tumor,B lymphocytes,Follicular B cells,472,3426,0.13776999416228838
LUNG_T06,06,primary_tumor,B lymphocytes,GC B cells in the DZ,2,3426,0.0005837711617046118
LUNG_T06,06,primary_tumor,B lymphocytes,MALT B cells,27,3426,0.00788091068301226
LUNG_T06,06,primary_tumor,B lymphocytes,Plasma cells,5,3426,0.0014594279042615295
LUNG_T06,06,primary_tumor,B lymphocytes,Undetermined,15,3426,0.0043782837127845885
LUNG_T06,06,primary_tumor,Endothelial cells,Lymphatic ECs,1,3426,0.0002918855808523059
LUNG_T06,06,primary_tumor,Endothelial cells,Tip-like ECs,13,3426,0.0037945125510799767
LUNG_T06,06,primary_tumor,Endothelial cells,Tumor ECs,37,3426,0.010799766491535318
LUNG_T06,06,primary_tumor,Epithelial cells,tS1,40,3426,0.011675423234092236
LUNG_T06,06,primary_tumor,Epithelial cells,tS2,55,3426,0.016053706946876824
LUNG_T06,06,primary_tumor,Epithelial cells,tS3,5,3426,0.0014594279042615295
LUNG_T06,06,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,331,3426,0.09661412726211326
LUNG_T06,06,primary_tumor,Fibroblasts,COL14A1+ matrix FBs,3,3426,0.0008756567425569177
LUNG_T06,06,primary_tumor,Fibroblasts,Myofibroblasts,62,3426,0.018096906012842966
LUNG_T06,06,primary_tumor,Fibroblasts,Pericytes,4,3426,0.0011675423234092236
LUNG_T06,06,primary_tumor,Fibroblasts,Smooth muscle cells,32,3426,0.009340338587273789
LUNG_T06,06,primary_tumor,Fibroblasts,Undetermined,34,3426,0.0099241097489784
LUNG_T06,06,primary_tumor,MAST cells,MAST,94,3426,0.027437244600116754
LUNG_T06,06,primary_tumor,Myeloid cells,Activated DCs,11,3426,0.003210741389375365
LUNG_T06,06,primary_tumor,Myeloid cells,Alveolar Mac,10,3426,0.002918855808523059
LUNG_T06,06,primary_tumor,Myeloid cells,CD141+ DCs,10,3426,0.002918855808523059
LUNG_T06,06,primary_tumor,Myeloid cells,CD163+CD14+ DCs,218,3426,0.06363105662580268
LUNG_T06,06,primary_tumor,Myeloid cells,CD1c+ DCs,56,3426,0.01634559252772913
LUNG_T06,06,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,3,3426,0.0008756567425569177
LUNG_T06,06,primary_tumor,Myeloid cells,Monocytes,24,3426,0.0070052539404553416
LUNG_T06,06,primary_tumor,Myeloid cells,Pleural Mac,2,3426,0.0005837711617046118
LUNG_T06,06,primary_tumor,Myeloid cells,Undetermined,35,3426,0.010215995329830706
LUNG_T06,06,primary_tumor,Myeloid cells,mo-Mac,214,3426,0.06246351430239346
LUNG_T06,06,primary_tumor,Myeloid cells,pDCs,5,3426,0.0014594279042615295
LUNG_T06,06,primary_tumor,NK cells,Cytotoxic CD8+ T,2,3426,0.0005837711617046118
LUNG_T06,06,primary_tumor,NK cells,NK,18,3426,0.005253940455341506
LUNG_T06,06,primary_tumor,T lymphocytes,CD4+ Th,563,3426,0.1643315820198482
LUNG_T06,06,primary_tumor,T lymphocytes,CD8 low T,88,3426,0.02568593111500292
LUNG_T06,06,primary_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,4,3426,0.0011675423234092236
LUNG_T06,06,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,82,3426,0.023934617629889084
LUNG_T06,06,primary_tumor,T lymphocytes,Exhausted CD8+ T,86,3426,0.025102159953298307
LUNG_T06,06,primary_tumor,T lymphocytes,Exhausted Tfh,10,3426,0.002918855808523059
LUNG_T06,06,primary_tumor,T lymphocytes,NK,12,3426,0.0035026269702276708
LUNG_T06,06,primary_tumor,T lymphocytes,Naive CD4+ T,130,3426,0.03794512551079977
LUNG_T06,06,primary_tumor,T lymphocytes,Naive CD8+ T,9,3426,0.002626970227670753
LUNG_T06,06,primary_tumor,T lymphocytes,Treg,137,3426,0.039988324576765905
LUNG_T06,06,primary_tumor,T lymphocytes,Undetermined,9,3426,0.002626970227670753
LUNG_T08,08,primary_tumor,B lymphocytes,Follicular B cells,730,3765,0.19389110225763612
LUNG_T08,08,primary_tumor,B lymphocytes,GC B cells in the DZ,3,3765,0.0007968127490039841
LUNG_T08,08,primary_tumor,B lymphocytes,GC B cells in the LZ,2,3765,0.0005312084993359894
LUNG_T08,08,primary_tumor,B lymphocytes,MALT B cells,216,3765,0.05737051792828685
LUNG_T08,08,primary_tumor,B lymphocytes,Plasma cells,29,3765,0.007702523240371846
LUNG_T08,08,primary_tumor,B lymphocytes,Undetermined,34,3765,0.009030544488711819
LUNG_T08,08,primary_tumor,Endothelial cells,Lymphatic ECs,4,3765,0.0010624169986719787
LUNG_T08,08,primary_tumor,Endothelial cells,Stalk-like ECs,1,3765,0.0002656042496679947
LUNG_T08,08,primary_tumor,Endothelial cells,Tumor ECs,7,3765,0.0018592297476759628
LUNG_T08,08,primary_tumor,Epithelial cells,tS1,33,3765,0.008764940239043825
LUNG_T08,08,primary_tumor,Epithelial cells,tS2,8,3765,0.0021248339973439574
LUNG_T08,08,primary_tumor,Epithelial cells,tS3,1,3765,0.0002656042496679947
LUNG_T08,08,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,175,3765,0.04648074369189907
LUNG_T08,08,primary_tumor,Fibroblasts,COL14A1+ matrix FBs,3,3765,0.0007968127490039841
LUNG_T08,08,primary_tumor,Fibroblasts,Pericytes,1,3765,0.0002656042496679947
LUNG_T08,08,primary_tumor,Fibroblasts,Smooth muscle cells,10,3765,0.0026560424966799467
LUNG_T08,08,primary_tumor,Fibroblasts,Undetermined,16,3765,0.004249667994687915
LUNG_T08,08,primary_tumor,MAST cells,MAST,91,3765,0.024169986719787515
LUNG_T08,08,primary_tumor,Myeloid cells,Activated DCs,16,3765,0.004249667994687915
LUNG_T08,08,primary_tumor,Myeloid cells,CD141+ DCs,3,3765,0.0007968127490039841
LUNG_T08,08,primary_tumor,Myeloid cells,CD163+CD14+ DCs,48,3765,0.012749003984063745
LUNG_T08,08,primary_tumor,Myeloid cells,CD1c+ DCs,5,3765,0.0013280212483399733
LUNG_T08,08,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,6,3765,0.0015936254980079682
LUNG_T08,08,primary_tumor,Myeloid cells,Monocytes,13,3765,0.003452855245683931
LUNG_T08,08,primary_tumor,Myeloid cells,Undetermined,36,3765,0.009561752988047808
LUNG_T08,08,primary_tumor,Myeloid cells,mo-Mac,142,3765,0.037715803452855245
LUNG_T08,08,primary_tumor,Myeloid cells,pDCs,1,3765,0.0002656042496679947
LUNG_T08,08,primary_tumor,NK cells,NK,8,3765,0.0021248339973439574
LUNG_T08,08,primary_tumor,T lymphocytes,CD4+ Th,42,3765,0.011155378486055778
LUNG_T08,08,primary_tumor,T lymphocytes,CD8 low T,65,3765,0.017264276228419653
LUNG_T08,08,primary_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,734,3765,0.1949535192563081
LUNG_T08,08,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,4,3765,0.0010624169986719787
LUNG_T08,08,primary_tumor,T lymphocytes,Exhausted CD8+ T,60,3765,0.01593625498007968
LUNG_T08,08,primary_tumor,T lymphocytes,Exhausted Tfh,2,3765,0.0005312084993359894
LUNG_T08,08,primary_tumor,T lymphocytes,NK,6,3765,0.0015936254980079682
LUNG_T08,08,primary_tumor,T lymphocytes,Naive CD4+ T,482,3765,0.12802124833997344
LUNG_T08,08,primary_tumor,T lymphocytes,Naive CD8+ T,33,3765,0.008764940239043825
LUNG_T08,08,primary_tumor,T lymphocytes,Treg,202,3765,0.053652058432934926
LUNG_T08,08,primary_tumor,T lymphocytes,Undetermined,10,3765,0.0026560424966799467
LUNG_T09,09,primary_tumor,B lymphocytes,Follicular B cells,71,3840,0.018489583333333334
LUNG_T09,09,primary_tumor,B lymphocytes,GC B cells in the DZ,2,3840,0.0005208333333333333
LUNG_T09,09,primary_tumor,B lymphocytes,MALT B cells,49,3840,0.012760416666666666
LUNG_T09,09,primary_tumor,B lymphocytes,Plasma cells,20,3840,0.005208333333333333
