sample,patient_id,tissue_site,cell_type_clean,Cell_subtype,n_cells,total_cells,sample_fraction
LUNG_T31,31,primary_tumor,Epithelial cells,tS1,45,5578,0.008067407673001075
LUNG_T31,31,primary_tumor,Epithelial cells,tS2,136,5578,0.024381498745069917
LUNG_T31,31,primary_tumor,Epithelial cells,tS3,1,5578,0.00017927572606669058
LUNG_T31,31,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,27,5578,0.004840444603800645
LUNG_T31,31,primary_tumor,Fibroblasts,COL14A1+ matrix FBs,361,5578,0.0647185371100753
LUNG_T31,31,primary_tumor,Fibroblasts,EPCs,1,5578,0.00017927572606669058
LUNG_T31,31,primary_tumor,Fibroblasts,Mesothelial cells,7,5578,0.001254930082466834
LUNG_T31,31,primary_tumor,Fibroblasts,Myofibroblasts,10,5578,0.0017927572606669057
LUNG_T31,31,primary_tumor,Fibroblasts,Pericytes,7,5578,0.001254930082466834
LUNG_T31,31,primary_tumor,Fibroblasts,Smooth muscle cells,34,5578,0.006095374686267479
LUNG_T31,31,primary_tumor,Fibroblasts,Undetermined,37,5578,0.006633201864467551
LUNG_T31,31,primary_tumor,MAST cells,MAST,117,5578,0.020975259949802795
LUNG_T31,31,primary_tumor,Myeloid cells,Activated DCs,8,5578,0.0014342058085335247
LUNG_T31,31,primary_tumor,Myeloid cells,Alveolar Mac,16,5578,0.0028684116170670493
LUNG_T31,31,primary_tumor,Myeloid cells,CD141+ DCs,11,5578,0.001972032986733596
LUNG_T31,31,primary_tumor,Myeloid cells,CD163+CD14+ DCs,17,5578,0.0030476873431337396
LUNG_T31,31,primary_tumor,Myeloid cells,CD1c+ DCs,50,5578,0.008963786303334529
LUNG_T31,31,primary_tumor,Myeloid cells,Monocytes,32,5578,0.005736823234134099
LUNG_T31,31,primary_tumor,Myeloid cells,Pleural Mac,2,5578,0.00035855145213338117
LUNG_T31,31,primary_tumor,Myeloid cells,Undetermined,54,5578,0.00968088920760129
LUNG_T31,31,primary_tumor,Myeloid cells,mo-Mac,213,5578,0.03818572965220509
LUNG_T31,31,primary_tumor,Myeloid cells,pDCs,10,5578,0.0017927572606669057
LUNG_T31,31,primary_tumor,NK cells,NK,95,5578,0.017031193976335603
LUNG_T31,31,primary_tumor,NK cells,Undetermined,1,5578,0.00017927572606669058
LUNG_T31,31,primary_tumor,T lymphocytes,CD4+ Th,181,5578,0.032448906418070994
LUNG_T31,31,primary_tumor,T lymphocytes,CD8 low T,40,5578,0.007171029042667623
LUNG_T31,31,primary_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,1607,5578,0.2880960917891717
LUNG_T31,31,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,24,5578,0.004302617425600574
LUNG_T31,31,primary_tumor,T lymphocytes,Exhausted CD8+ T,70,5578,0.01254930082466834
LUNG_T31,31,primary_tumor,T lymphocytes,Exhausted Tfh,8,5578,0.0014342058085335247
LUNG_T31,31,primary_tumor,T lymphocytes,NK,114,5578,0.020437432771602725
LUNG_T31,31,primary_tumor,T lymphocytes,Naive CD4+ T,29,5578,0.0051989960559340265
LUNG_T31,31,primary_tumor,T lymphocytes,Naive CD8+ T,8,5578,0.0014342058085335247
LUNG_T31,31,primary_tumor,T lymphocytes,Treg,129,5578,0.023126568662603084
LUNG_T31,31,primary_tumor,T lymphocytes,Undetermined,39,5578,0.006991753316600932
LUNG_T34,34,primary_tumor,B lymphocytes,Follicular B cells,21,3280,0.0064024390243902435
LUNG_T34,34,primary_tumor,B lymphocytes,MALT B cells,15,3280,0.004573170731707317
LUNG_T34,34,primary_tumor,B lymphocytes,Plasma cells,1,3280,0.0003048780487804878
LUNG_T34,34,primary_tumor,Endothelial cells,Lymphatic ECs,3,3280,0.0009146341463414635
LUNG_T34,34,primary_tumor,Endothelial cells,Stalk-like ECs,6,3280,0.001829268292682927
LUNG_T34,34,primary_tumor,Endothelial cells,Tip-like ECs,2,3280,0.0006097560975609756
LUNG_T34,34,primary_tumor,Endothelial cells,Tumor ECs,8,3280,0.0024390243902439024
LUNG_T34,34,primary_tumor,Epithelial cells,tS1,1893,3280,0.5771341463414634
LUNG_T34,34,primary_tumor,Epithelial cells,tS2,481,3280,0.14664634146341463
LUNG_T34,34,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,11,3280,0.003353658536585366
LUNG_T34,34,primary_tumor,Fibroblasts,COL14A1+ matrix FBs,3,3280,0.0009146341463414635
LUNG_T34,34,primary_tumor,Fibroblasts,Myofibroblasts,4,3280,0.0012195121951219512
LUNG_T34,34,primary_tumor,Fibroblasts,Pericytes,4,3280,0.0012195121951219512
LUNG_T34,34,primary_tumor,Fibroblasts,Smooth muscle cells,3,3280,0.0009146341463414635
LUNG_T34,34,primary_tumor,Fibroblasts,Undetermined,1,3280,0.0003048780487804878
LUNG_T34,34,primary_tumor,MAST cells,MAST,39,3280,0.011890243902439025
LUNG_T34,34,primary_tumor,Myeloid cells,Activated DCs,3,3280,0.0009146341463414635
LUNG_T34,34,primary_tumor,Myeloid cells,Alveolar Mac,92,3280,0.02804878048780488
LUNG_T34,34,primary_tumor,Myeloid cells,CD141+ DCs,1,3280,0.0003048780487804878
LUNG_T34,34,primary_tumor,Myeloid cells,CD163+CD14+ DCs,38,3280,0.011585365853658536
LUNG_T34,34,primary_tumor,Myeloid cells,CD1c+ DCs,14,3280,0.00426829268292683
LUNG_T34,34,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,20,3280,0.006097560975609756
LUNG_T34,34,primary_tumor,Myeloid cells,Monocytes,16,3280,0.004878048780487805
LUNG_T34,34,primary_tumor,Myeloid cells,Pleural Mac,1,3280,0.0003048780487804878
LUNG_T34,34,primary_tumor,Myeloid cells,Undetermined,12,3280,0.003658536585365854
LUNG_T34,34,primary_tumor,Myeloid cells,mo-Mac,106,3280,0.03231707317073171
LUNG_T34,34,primary_tumor,Myeloid cells,pDCs,1,3280,0.0003048780487804878
LUNG_T34,34,primary_tumor,NK cells,CD8 low T,1,3280,0.0003048780487804878
LUNG_T34,34,primary_tumor,NK cells,Cytotoxic CD8+ T,1,3280,0.0003048780487804878
LUNG_T34,34,primary_tumor,NK cells,NK,42,3280,0.012804878048780487
LUNG_T34,34,primary_tumor,T lymphocytes,CD4+ Th,119,3280,0.036280487804878046
LUNG_T34,34,primary_tumor,T lymphocytes,CD8 low T,13,3280,0.0039634146341463415
LUNG_T34,34,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,7,3280,0.002134146341463415
LUNG_T34,34,primary_tumor,T lymphocytes,Exhausted CD8+ T,15,3280,0.004573170731707317
LUNG_T34,34,primary_tumor,T lymphocytes,Exhausted Tfh,4,3280,0.0012195121951219512
LUNG_T34,34,primary_tumor,T lymphocytes,NK,5,3280,0.001524390243902439
LUNG_T34,34,primary_tumor,T lymphocytes,Naive CD8+ T,1,3280,0.0003048780487804878
LUNG_T34,34,primary_tumor,T lymphocytes,Treg,22,3280,0.006707317073170732
NS_02,02,non_smoker_lung,B lymphocytes,Follicular B cells,137,2313,0.059230436662343275
NS_02,02,non_smoker_lung,B lymphocytes,GC B cells in the DZ,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,B lymphocytes,GrB-secreting B cells,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,B lymphocytes,MALT B cells,2,2313,0.0008646779074794639
NS_02,02,non_smoker_lung,B lymphocytes,Plasma cells,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,Epithelial cells,Malignant cells,181,2313,0.07825335062689148
NS_02,02,non_smoker_lung,Fibroblasts,FB-like cells,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,Fibroblasts,Pericytes,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,Fibroblasts,Undetermined,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,MAST cells,MAST,56,2313,0.02421098140942499
NS_02,02,non_smoker_lung,Myeloid cells,Alveolar Mac,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,Myeloid cells,CD141+ DCs,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,77,2313,0.03329009943795936
NS_02,02,non_smoker_lung,Myeloid cells,CD1c+ DCs,7,2313,0.0030263726761781237
NS_02,02,non_smoker_lung,Myeloid cells,Monocytes,89,2313,0.038478166882836146
NS_02,02,non_smoker_lung,Myeloid cells,Pleural Mac,15,2313,0.00648508430609598
NS_02,02,non_smoker_lung,Myeloid cells,Undetermined,47,2313,0.020319930825767402
NS_02,02,non_smoker_lung,Myeloid cells,mo-Mac,625,2313,0.27021184608733245
NS_02,02,non_smoker_lung,Myeloid cells,pDCs,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,NK cells,CD4+ Th,1,2313,0.00043233895373973193
NS_02,02,non_smoker_lung,NK cells,CD8 low T,9,2313,0.0038910505836575876
NS_02,02,non_smoker_lung,NK cells,Cytotoxic CD8+ T,2,2313,0.0008646779074794639
NS_02,02,non_smoker_lung,NK cells,NK,179,2313,0.07738867271941202
NS_02,02,non_smoker_lung,T lymphocytes,CD4+ Th,147,2313,0.06355382619974059
NS_02,02,non_smoker_lung,T lymphocytes,CD8 low T,25,2313,0.010808473843493299
NS_02,02,non_smoker_lung,T lymphocytes,Cytotoxic CD8+ T,10,2313,0.00432338953739732
NS_02,02,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,29,2313,0.012537829658452227
NS_02,02,non_smoker_lung,T lymphocytes,NK,2,2313,0.0008646779074794639
NS_02,02,non_smoker_lung,T lymphocytes,Naive CD4+ T,58,2313,0.025075659316904454
NS_02,02,non_smoker_lung,T lymphocytes,Naive CD8+ T,8,2313,0.0034587116299178555
NS_02,02,non_smoker_lung,T lymphocytes,Treg,104,2313,0.04496325118893212
NS_02,02,non_smoker_lung,T lymphocytes,Undetermined,1,2313,0.00043233895373973193
NS_03,03,non_smoker_lung,B lymphocytes,Follicular B cells,13,2990,0.004347826086956522
NS_03,03,non_smoker_lung,B lymphocytes,GrB-secreting B cells,2,2990,0.0006688963210702341
NS_03,03,non_smoker_lung,B lymphocytes,Plasma cells,1,2990,0.00033444816053511704
NS_03,03,non_smoker_lung,Epithelial cells,Malignant cells,2713,2990,0.9073578595317726
NS_03,03,non_smoker_lung,Fibroblasts,Lymphatic ECs,1,2990,0.00033444816053511704
NS_03,03,non_smoker_lung,Fibroblasts,Myofibroblasts,2,2990,0.0006688963210702341
NS_03,03,non_smoker_lung,Fibroblasts,Tumor ECs,6,2990,0.002006688963210702
NS_03,03,non_smoker_lung,Myeloid cells,Activated DCs,1,2990,0.00033444816053511704
NS_03,03,non_smoker_lung,Myeloid cells,Alveolar Mac,1,2990,0.00033444816053511704
NS_03,03,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,3,2990,0.001003344481605351
NS_03,03,non_smoker_lung,Myeloid cells,CD1c+ DCs,1,2990,0.00033444816053511704
NS_03,03,non_smoker_lung,Myeloid cells,Monocytes,55,2990,0.01839464882943144
NS_03,03,non_smoker_lung,Myeloid cells,Pleural Mac,3,2990,0.001003344481605351
NS_03,03,non_smoker_lung,Myeloid cells,Undetermined,7,2990,0.0023411371237458192
NS_03,03,non_smoker_lung,Myeloid cells,mo-Mac,28,2990,0.009364548494983277
NS_03,03,non_smoker_lung,NK cells,CD8 low T,1,2990,0.00033444816053511704
NS_03,03,non_smoker_lung,NK cells,Cytotoxic CD8+ T,3,2990,0.001003344481605351
NS_03,03,non_smoker_lung,NK cells,NK,20,2990,0.006688963210702341
NS_03,03,non_smoker_lung,T lymphocytes,CD4+ Th,9,2990,0.0030100334448160534
NS_03,03,non_smoker_lung,T lymphocytes,Cytotoxic CD8+ T,2,2990,0.0006688963210702341
NS_03,03,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,13,2990,0.004347826086956522
NS_03,03,non_smoker_lung,T lymphocytes,Exhausted Tfh,3,2990,0.001003344481605351
NS_03,03,non_smoker_lung,T lymphocytes,Naive CD4+ T,4,2990,0.0013377926421404682
NS_03,03,non_smoker_lung,T lymphocytes,Treg,10,2990,0.0033444816053511705
NS_03,03,non_smoker_lung,T lymphocytes,Undetermined,3,2990,0.001003344481605351
NS_04,04,non_smoker_lung,B lymphocytes,Follicular B cells,3,1904,0.0015756302521008404
NS_04,04,non_smoker_lung,B lymphocytes,MALT B cells,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,Epithelial cells,Malignant cells,1229,1904,0.645483193277311
NS_04,04,non_smoker_lung,Fibroblasts,FB-like cells,15,1904,0.007878151260504201
NS_04,04,non_smoker_lung,Fibroblasts,Pericytes,96,1904,0.05042016806722689
NS_04,04,non_smoker_lung,Fibroblasts,Stalk-like ECs,2,1904,0.0010504201680672268
NS_04,04,non_smoker_lung,Fibroblasts,Tumor ECs,56,1904,0.029411764705882353
NS_04,04,non_smoker_lung,Fibroblasts,Undetermined,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,MAST cells,MAST,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,Myeloid cells,Activated DCs,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,Myeloid cells,Alveolar Mac,56,1904,0.029411764705882353
NS_04,04,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,19,1904,0.009978991596638655
NS_04,04,non_smoker_lung,Myeloid cells,CD1c+ DCs,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,Myeloid cells,Monocytes,3,1904,0.0015756302521008404
NS_04,04,non_smoker_lung,Myeloid cells,Pleural Mac,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,Myeloid cells,Undetermined,11,1904,0.005777310924369748
NS_04,04,non_smoker_lung,Myeloid cells,mo-Mac,255,1904,0.13392857142857142
NS_04,04,non_smoker_lung,Myeloid cells,pDCs,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,NK cells,CD8 low T,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,NK cells,NK,8,1904,0.004201680672268907
NS_04,04,non_smoker_lung,T lymphocytes,CD4+ Th,32,1904,0.01680672268907563
NS_04,04,non_smoker_lung,T lymphocytes,CD8 low T,4,1904,0.0021008403361344537
NS_04,04,non_smoker_lung,T lymphocytes,Cytotoxic CD8+ T,1,1904,0.0005252100840336134
NS_04,04,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,13,1904,0.006827731092436975
NS_04,04,non_smoker_lung,T lymphocytes,Naive CD4+ T,2,1904,0.0010504201680672268
NS_04,04,non_smoker_lung,T lymphocytes,Treg,23,1904,0.01207983193277311
NS_04,04,non_smoker_lung,T lymphocytes,Undetermined,2,1904,0.0010504201680672268
NS_06,06,non_smoker_lung,B lymphocytes,Follicular B cells,20,1070,0.018691588785046728
NS_06,06,non_smoker_lung,B lymphocytes,MALT B cells,10,1070,0.009345794392523364
NS_06,06,non_smoker_lung,Epithelial cells,Malignant cells,83,1070,0.07757009345794393
NS_06,06,non_smoker_lung,Fibroblasts,FB-like cells,24,1070,0.022429906542056073
NS_06,06,non_smoker_lung,Fibroblasts,Pericytes,12,1070,0.011214953271028037
NS_06,06,non_smoker_lung,Fibroblasts,Smooth muscle cells,1,1070,0.0009345794392523365
NS_06,06,non_smoker_lung,Fibroblasts,Tumor ECs,3,1070,0.002803738317757009
NS_06,06,non_smoker_lung,Fibroblasts,Undetermined,3,1070,0.002803738317757009
NS_06,06,non_smoker_lung,MAST cells,MAST,2,1070,0.001869158878504673
NS_06,06,non_smoker_lung,Myeloid cells,CD141+ DCs,2,1070,0.001869158878504673
NS_06,06,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,6,1070,0.005607476635514018
NS_06,06,non_smoker_lung,Myeloid cells,Monocytes,5,1070,0.004672897196261682
NS_06,06,non_smoker_lung,Myeloid cells,Pleural Mac,8,1070,0.007476635514018692
NS_06,06,non_smoker_lung,Myeloid cells,Undetermined,156,1070,0.14579439252336449
NS_06,06,non_smoker_lung,Myeloid cells,mo-Mac,263,1070,0.2457943925233645
NS_06,06,non_smoker_lung,NK cells,CD4+ Th,1,1070,0.0009345794392523365
NS_06,06,non_smoker_lung,NK cells,CD8 low T,4,1070,0.003738317757009346
NS_06,06,non_smoker_lung,NK cells,NK,25,1070,0.02336448598130841
NS_06,06,non_smoker_lung,NK cells,Undetermined,1,1070,0.0009345794392523365
NS_06,06,non_smoker_lung,T lymphocytes,CD4+ Th,9,1070,0.008411214953271028
NS_06,06,non_smoker_lung,T lymphocytes,CD8 low T,11,1070,0.010280373831775701
NS_06,06,non_smoker_lung,T lymphocytes,Cytotoxic CD8+ T,3,1070,0.002803738317757009
NS_06,06,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,156,1070,0.14579439252336449
NS_06,06,non_smoker_lung,T lymphocytes,NK,1,1070,0.0009345794392523365
NS_06,06,non_smoker_lung,T lymphocytes,Naive CD4+ T,4,1070,0.003738317757009346
NS_06,06,non_smoker_lung,T lymphocytes,Treg,18,1070,0.016822429906542057
NS_06,06,non_smoker_lung,T lymphocytes,Undetermined,8,1070,0.007476635514018692
NS_07,07,non_smoker_lung,B lymphocytes,Follicular B cells,9,5730,0.0015706806282722514
NS_07,07,non_smoker_lung,B lymphocytes,MALT B cells,38,5730,0.006631762652705061
NS_07,07,non_smoker_lung,B lymphocytes,Plasma cells,7,5730,0.0012216404886561956
NS_07,07,non_smoker_lung,Epithelial cells,Malignant cells,5108,5730,0.8914485165794066
NS_07,07,non_smoker_lung,Fibroblasts,Pericytes,34,5730,0.00593368237347295
NS_07,07,non_smoker_lung,Fibroblasts,Tumor ECs,24,5730,0.004188481675392671
NS_07,07,non_smoker_lung,MAST cells,MAST,1,5730,0.00017452006980802793
NS_07,07,non_smoker_lung,Myeloid cells,Alveolar Mac,1,5730,0.00017452006980802793
NS_07,07,non_smoker_lung,Myeloid cells,CD141+ DCs,2,5730,0.00034904013961605586
NS_07,07,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,9,5730,0.0015706806282722514
NS_07,07,non_smoker_lung,Myeloid cells,CD1c+ DCs,1,5730,0.00017452006980802793
NS_07,07,non_smoker_lung,Myeloid cells,CD207+CD1a+ LCs,4,5730,0.0006980802792321117
NS_07,07,non_smoker_lung,Myeloid cells,Microglia/Mac,2,5730,0.00034904013961605586
NS_07,07,non_smoker_lung,Myeloid cells,Monocytes,2,5730,0.00034904013961605586
NS_07,07,non_smoker_lung,Myeloid cells,Pleural Mac,3,5730,0.0005235602094240838
NS_07,07,non_smoker_lung,Myeloid cells,Undetermined,19,5730,0.0033158813263525306
NS_07,07,non_smoker_lung,Myeloid cells,mo-Mac,270,5730,0.04712041884816754
NS_07,07,non_smoker_lung,NK cells,CD8 low T,2,5730,0.00034904013961605586
NS_07,07,non_smoker_lung,NK cells,NK,6,5730,0.0010471204188481676
NS_07,07,non_smoker_lung,T lymphocytes,CD4+ Th,7,5730,0.0012216404886561956
NS_07,07,non_smoker_lung,T lymphocytes,CD8 low T,3,5730,0.0005235602094240838
NS_07,07,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,1,5730,0.00017452006980802793
NS_07,07,non_smoker_lung,T lymphocytes,Naive CD4+ T,34,5730,0.00593368237347295
NS_07,07,non_smoker_lung,T lymphocytes,Treg,20,5730,0.0034904013961605585
NS_07,07,non_smoker_lung,T lymphocytes,Undetermined,1,5730,0.00017452006980802793
NS_12,12,non_smoker_lung,B lymphocytes,Follicular B cells,8,3182,0.00251414204902577
NS_12,12,non_smoker_lung,B lymphocytes,MALT B cells,1,3182,0.00031426775612822125
NS_12,12,non_smoker_lung,Epithelial cells,Malignant cells,2811,3182,0.88340666247643
NS_12,12,non_smoker_lung,Fibroblasts,FB-like cells,6,3182,0.0018856065367693275
NS_12,12,non_smoker_lung,Fibroblasts,Myofibroblasts,7,3182,0.0021998742928975488
NS_12,12,non_smoker_lung,Fibroblasts,Pericytes,18,3182,0.0056568196103079825
NS_12,12,non_smoker_lung,Fibroblasts,Tumor ECs,12,3182,0.003771213073538655
NS_12,12,non_smoker_lung,Fibroblasts,Undetermined,2,3182,0.0006285355122564425
NS_12,12,non_smoker_lung,MAST cells,MAST,1,3182,0.00031426775612822125
NS_12,12,non_smoker_lung,Myeloid cells,Alveolar Mac,69,3182,0.021684475172847266
NS_12,12,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,4,3182,0.001257071024512885
NS_12,12,non_smoker_lung,Myeloid cells,CD1c+ DCs,1,3182,0.00031426775612822125
NS_12,12,non_smoker_lung,Myeloid cells,CD207+CD1a+ LCs,1,3182,0.00031426775612822125
NS_12,12,non_smoker_lung,Myeloid cells,Microglia/Mac,2,3182,0.0006285355122564425
NS_12,12,non_smoker_lung,Myeloid cells,Pleural Mac,1,3182,0.00031426775612822125
NS_12,12,non_smoker_lung,Myeloid cells,Undetermined,32,3182,0.01005656819610308
NS_12,12,non_smoker_lung,Myeloid cells,mo-Mac,176,3182,0.05531112507856694
NS_12,12,non_smoker_lung,NK cells,CD4+ Th,1,3182,0.00031426775612822125
NS_12,12,non_smoker_lung,NK cells,Exhausted CD8+ T,1,3182,0.00031426775612822125
NS_12,12,non_smoker_lung,NK cells,NK,4,3182,0.001257071024512885
NS_12,12,non_smoker_lung,T lymphocytes,CD4+ Th,1,3182,0.00031426775612822125
NS_12,12,non_smoker_lung,T lymphocytes,CD8 low T,1,3182,0.00031426775612822125
NS_13,13,non_smoker_lung,B lymphocytes,Follicular B cells,357,4845,0.07368421052631578
NS_13,13,non_smoker_lung,B lymphocytes,MALT B cells,40,4845,0.008255933952528379
NS_13,13,non_smoker_lung,B lymphocytes,Plasma cells,257,4845,0.05304437564499484
NS_13,13,non_smoker_lung,B lymphocytes,Undetermined,2,4845,0.000412796697626419
NS_13,13,non_smoker_lung,Epithelial cells,Malignant cells,1352,4845,0.2790505675954592
NS_13,13,non_smoker_lung,Fibroblasts,FB-like cells,7,4845,0.0014447884416924665
NS_13,13,non_smoker_lung,Fibroblasts,Pericytes,2,4845,0.000412796697626419
NS_13,13,non_smoker_lung,Fibroblasts,Smooth muscle cells,1,4845,0.0002063983488132095
NS_13,13,non_smoker_lung,Fibroblasts,Tumor ECs,5,4845,0.0010319917440660474
NS_13,13,non_smoker_lung,MAST cells,MAST,440,4845,0.09081527347781218
NS_13,13,non_smoker_lung,Myeloid cells,Activated DCs,1,4845,0.0002063983488132095
NS_13,13,non_smoker_lung,Myeloid cells,CD141+ DCs,4,4845,0.000825593395252838
NS_13,13,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,11,4845,0.0022703818369453044
NS_13,13,non_smoker_lung,Myeloid cells,CD1c+ DCs,12,4845,0.002476780185758514
NS_13,13,non_smoker_lung,Myeloid cells,CD207+CD1a+ LCs,9,4845,0.0018575851393188853
NS_13,13,non_smoker_lung,Myeloid cells,Monocytes,21,4845,0.0043343653250774
NS_13,13,non_smoker_lung,Myeloid cells,Pleural Mac,5,4845,0.0010319917440660474
NS_13,13,non_smoker_lung,Myeloid cells,Undetermined,97,4845,0.02002063983488132
NS_13,13,non_smoker_lung,Myeloid cells,mo-Mac,404,4845,0.08338493292053664
NS_13,13,non_smoker_lung,NK cells,Cytotoxic CD8+ T,2,4845,0.000412796697626419
NS_13,13,non_smoker_lung,NK cells,NK,8,4845,0.001651186790505676
NS_13,13,non_smoker_lung,NK cells,Undetermined,11,4845,0.0022703818369453044
NS_13,13,non_smoker_lung,T lymphocytes,CD4+ Th,6,4845,0.001238390092879257
NS_13,13,non_smoker_lung,T lymphocytes,CD8 low T,21,4845,0.0043343653250774
NS_13,13,non_smoker_lung,T lymphocytes,CD8+/CD4+ Mixed Th,23,4845,0.004747162022703818
NS_13,13,non_smoker_lung,T lymphocytes,Cytotoxic CD8+ T,6,4845,0.001238390092879257
NS_13,13,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,31,4845,0.006398348813209494
NS_13,13,non_smoker_lung,T lymphocytes,Naive CD4+ T,47,4845,0.009700722394220845
NS_13,13,non_smoker_lung,T lymphocytes,Naive CD8+ T,7,4845,0.0014447884416924665
NS_13,13,non_smoker_lung,T lymphocytes,Treg,49,4845,0.010113519091847266
NS_13,13,non_smoker_lung,T lymphocytes,Undetermined,752,4845,0.15521155830753353
NS_16,16,non_smoker_lung,B lymphocytes,Follicular B cells,47,1317,0.03568716780561883
NS_16,16,non_smoker_lung,B lymphocytes,MALT B cells,175,1317,0.13287775246772968
NS_16,16,non_smoker_lung,B lymphocytes,Plasma cells,30,1317,0.022779043280182234
NS_16,16,non_smoker_lung,B lymphocytes,Undetermined,4,1317,0.0030372057706909645
NS_16,16,non_smoker_lung,Epithelial cells,Malignant cells,79,1317,0.05998481397114654
NS_16,16,non_smoker_lung,Fibroblasts,FB-like cells,3,1317,0.002277904328018223
NS_16,16,non_smoker_lung,Fibroblasts,Pericytes,3,1317,0.002277904328018223
NS_16,16,non_smoker_lung,Fibroblasts,Smooth muscle cells,5,1317,0.0037965072133637054
NS_16,16,non_smoker_lung,Fibroblasts,Tumor ECs,3,1317,0.002277904328018223
NS_16,16,non_smoker_lung,MAST cells,MAST,3,1317,0.002277904328018223
NS_16,16,non_smoker_lung,Myeloid cells,CD1c+ DCs,4,1317,0.0030372057706909645
NS_16,16,non_smoker_lung,Myeloid cells,Monocytes,15,1317,0.011389521640091117
NS_16,16,non_smoker_lung,Myeloid cells,Undetermined,10,1317,0.007593014426727411
NS_16,16,non_smoker_lung,Myeloid cells,mo-Mac,153,1317,0.11617312072892938
NS_16,16,non_smoker_lung,NK cells,CD8 low T,3,1317,0.002277904328018223
NS_16,16,non_smoker_lung,NK cells,NK,8,1317,0.006074411541381929
NS_16,16,non_smoker_lung,NK cells,Naive CD4+ T,1,1317,0.0007593014426727411
NS_16,16,non_smoker_lung,NK cells,Undetermined,1,1317,0.0007593014426727411
NS_16,16,non_smoker_lung,T lymphocytes,CD4+ Th,13,1317,0.009870918754745633
NS_16,16,non_smoker_lung,T lymphocytes,CD8 low T,19,1317,0.01442672741078208
NS_16,16,non_smoker_lung,T lymphocytes,CD8+/CD4+ Mixed Th,14,1317,0.010630220197418374
NS_16,16,non_smoker_lung,T lymphocytes,Cytotoxic CD8+ T,3,1317,0.002277904328018223
NS_16,16,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,63,1317,0.04783599088838269
NS_16,16,non_smoker_lung,T lymphocytes,Exhausted Tfh,3,1317,0.002277904328018223
NS_16,16,non_smoker_lung,T lymphocytes,NK,1,1317,0.0007593014426727411
NS_16,16,non_smoker_lung,T lymphocytes,Naive CD4+ T,8,1317,0.006074411541381929
NS_16,16,non_smoker_lung,T lymphocytes,Naive CD8+ T,14,1317,0.010630220197418374
NS_16,16,non_smoker_lung,T lymphocytes,Treg,34,1317,0.025816249050873197
NS_16,16,non_smoker_lung,T lymphocytes,Undetermined,7,1317,0.005315110098709187
NS_17,17,non_smoker_lung,B lymphocytes,Follicular B cells,55,2409,0.0228310502283105
NS_17,17,non_smoker_lung,B lymphocytes,GrB-secreting B cells,1,2409,0.00041511000415110004
NS_17,17,non_smoker_lung,B lymphocytes,MALT B cells,13,2409,0.005396430053964301
NS_17,17,non_smoker_lung,B lymphocytes,Plasma cells,1,2409,0.00041511000415110004
NS_17,17,non_smoker_lung,Epithelial cells,Malignant cells,1112,2409,0.46160232461602324
NS_17,17,non_smoker_lung,Fibroblasts,FB-like cells,28,2409,0.011623080116230802
NS_17,17,non_smoker_lung,Fibroblasts,Lymphatic ECs,1,2409,0.00041511000415110004
NS_17,17,non_smoker_lung,Fibroblasts,Myofibroblasts,1,2409,0.00041511000415110004
NS_17,17,non_smoker_lung,Fibroblasts,Pericytes,30,2409,0.012453300124533
NS_17,17,non_smoker_lung,Fibroblasts,Tumor ECs,19,2409,0.0078870900788709
